"obj","museum","text","visual_item"
"http://data.silknow.org/object/ce3cadef-4fba-3608-9056-4b683e9f4de3","http://data.silknow.org/graph/cer","Silla de madera tallada y policromada. Respaldo ovalado con copete. Pata en forma de estípites acanalados.  Con motivos florales, rosas rojas, como decoración.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/ce3cadef-4fba-3608-9056-4b683e9f4de3","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/ce3cadef-4fba-3608-9056-4b683e9f4de3","http://data.silknow.org/graph/cer","Época Luis XVI.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7c4d01f4-19f5-3d90-8503-06892f128344","http://data.silknow.org/graph/cer","Estilo Isabelino, imitando vagamente al Neoclásico","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7c4d01f4-19f5-3d90-8503-06892f128344","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7c4d01f4-19f5-3d90-8503-06892f128344","http://data.silknow.org/graph/cer","Silla muy sencilla con asiento trapezoidal. Tapizado en seda color oro y con decoración floreada. Respaldo calado casi rectangular, con la barra más ancha que la cintura. Su adorno central, encerrado dentro de un rectángulo, está formado por un jarrón con plantas estilizado, enmarcado por un óvalo con dos pequeño círculos y colocado sobre un pedestal con adornos formados por incisiones de punzón. Patas prismáticas con dos travesaños y dos chambranas, una trasera y otras casi central.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/896d747b-6245-3f6b-8549-9b6c4d76a07f","http://data.silknow.org/graph/cer","Seda roja brochada con florón y hojas en plata en grandes motivos. Galón seda amarillo y plata. Conserva el cordón con fijador y la borla en seda amarilla y plata.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/896d747b-6245-3f6b-8549-9b6c4d76a07f","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7e97783c-0cdc-3e11-9748-b02d6e6d2b15","http://data.silknow.org/graph/cer","Este manípulo y otro igual con número de inventario 6345 están realizados con el mismo tejido que la casulla número de inventario 4770. Rematados con fleco de seda (la casulla rematada con galón metalico).","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7e97783c-0cdc-3e11-9748-b02d6e6d2b15","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7e97783c-0cdc-3e11-9748-b02d6e6d2b15","http://data.silknow.org/graph/cer","Decoración de motivos florales grandes en rojo, verde y azul. Rematado con fleco de seda.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/79c728b7-4198-3b00-8ddb-b290d2c4959a","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/79c728b7-4198-3b00-8ddb-b290d2c4959a","http://data.silknow.org/graph/cer","Este manípulo y otro igual con el número de inventario 6344 están realizados con el mismo tejido que la casulla número de inventario 4770. Rematados con fleco de seda (la casulla rematada con galón metalico).","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/79c728b7-4198-3b00-8ddb-b290d2c4959a","http://data.silknow.org/graph/cer","Decoración de motivos florales grandes en rojo, verde y azul. Rematado con fleco de seda.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/d3bdbd6a-cedb-3392-bac0-2e2e009401ba","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/d3bdbd6a-cedb-3392-bac0-2e2e009401ba","http://data.silknow.org/graph/cer","Brocado de seda crema con hilo metálico dorado, rizado en el fondo, liso y en laminilla en la decoración. Ésta consiste en pequeñas flores brocadas en seda carmín y verde en los tallos. La composición general no puede definirse. Ancho galón dorado en los extremos. Forro de groguen de seda rojo carmín.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/d3bdbd6a-cedb-3392-bac0-2e2e009401ba","http://data.silknow.org/graph/cer","Esta pieza corresponde a la antigua ficha 3502 que describe ""Un manípulo"". Esta ficha escrita a máquina está fechada en la década de 1930, y corresponde al periodo en el que Luis Pérez Bueno fue director del museo. El objeto procede de la colección personal de Luis Pérez Bueno.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/3308418c-b5e0-3783-881e-471af3563d64","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/3308418c-b5e0-3783-881e-471af3563d64","http://data.silknow.org/graph/cer","Fragmento de tejido semicircular. Sobre fondo blanco, presenta una decoración floral y vegetal en seda de distintos colores e hilo metálico. Conserva en todo el perímetro exterior un remate de encaje de hilo metálico dorado. La pieza está formada por tres fragmentos. El forro ha sido retirado y se pueden apreciar los orillos que ha conservado la pieza central.   
Ligamentos:  
-Tafetán [base]  
-Tramas espolinadas [decoración]","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c2e9a78c-0a34-3d98-911c-92a08ea13725","http://data.silknow.org/graph/cer","La Dra. Lesley Miller, conservadora de tejidos del Victoria & Albert Museum, lo considera una producción de las manufacturas inglesas de Norwich del siglo XVIII","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c2e9a78c-0a34-3d98-911c-92a08ea13725","http://data.silknow.org/graph/cer","Tejido de color azul con decoración floral. Todo el tejido está completamente decorado con flores grises sobre las que hay ramilletes de flores rojas.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c2e9a78c-0a34-3d98-911c-92a08ea13725","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c29d5453-e2a1-324e-98e7-6d3bf68b8e16","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c29d5453-e2a1-324e-98e7-6d3bf68b8e16","http://data.silknow.org/graph/cer","Mantón cuadrangular de seda en blanco, decoración bordada en negro con flores de distintos tamaños y rodeado por una cenefa en negro. Motivos repetidos en cuadrantes. Fleco blanco.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/1ef62c92-5434-3f8a-b4e7-d563510fde91","http://data.silknow.org/graph/cer","Dinastía Qing","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/1ef62c92-5434-3f8a-b4e7-d563510fde91","http://data.silknow.org/graph/cer","Cuatro colgantes: dos bolsas de tabaco con forma de venera en seda bordada con motivos florales y dos bolsas de abanico de forma alargada en seda de color naranja con aplicaciones textiles formando motivos florales. Las sujeciones del cinturón están formadas por cordoncillos de color beige con cuentas azules intercaladas. La hebilla del cinturón es de metal dorado de forma elipsoidal con decoración floral y restos de esmalte azul.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/8ea86027-0d23-39b7-9c75-471da397988c","http://data.silknow.org/graph/cer","Dinastía Qing","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/8ea86027-0d23-39b7-9c75-471da397988c","http://data.silknow.org/graph/cer","Zapatos para una niña con pies vendados, que deformaban su crecimiento. Los pies pequeños eran señal de alto estatus en la sociedad china, y al mismo tiempo condicionaban andar con pasos muy pequeños, lo que se consideraba atractivo.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/8ea86027-0d23-39b7-9c75-471da397988c","http://data.silknow.org/graph/cer","Zapato del pie derecho, de raso azul celeste, con bordado al pasado en hilos de seda verde, amarillo y rosa claro, con motivos florales. Abierto por delante y forrado en lienzo blanco. En el borde lleva una primera cenefa en negro, otra de hilos de plata y una tercera en verde con un pequeño tacón de tafetán blanco bordado con flores estilizadas en azul, suela de lienzo blanco y punta de seda azul clara.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/6bfe171c-5601-345d-8b2a-fb63bb853cc9","http://data.silknow.org/graph/cer","Dinastía Qing","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/6bfe171c-5601-345d-8b2a-fb63bb853cc9","http://data.silknow.org/graph/cer","Zapato del pie izquierdo, de raso azul celeste, con bordado al pasado en hilos de seda verde, amarillo y rosa claro, con motivos florales. Abierto por delante y forrado en lienzo blanco. En el borde lleva una primera cenefa en negro, otra de hilos de plata y una tercera en verde con un pequeño tacón de tafetán blanco bordado con flores estilizadas en azul, suela de lienzo blanco y punta de seda azul clara.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/6bfe171c-5601-345d-8b2a-fb63bb853cc9","http://data.silknow.org/graph/cer","Zapatos para una niña con pies vendados, que deformaban su crecimiento. Los pies pequeños eran señal de alto estatus en la sociedad china, y al mismo tiempo condicionaban andar con pasos muy pequeños, lo que se consideraba atractivo.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/90427c5c-9898-3cdb-8c96-393d616557c4","http://data.silknow.org/graph/cer","Abanico de baraja.  
  
Varillaje: 16 varillas + 2 guardas (más gruesas) de marfil pìntadas a la aguada en tonos pasteles (propios del modernismo), y  unidas en la parte superior por una cinta de  tafetán de seda en su color.   
Clavillo: rematado con un botón de marfil sobre anilla l con doble curva, de la que pende un doble  cordón de seda  en su color, abrazadera de cordón trenzado y al final una borla con trabajo de pasamanería, también de seda en su color, de la que penden hilos de seda.  
  
Cara: decoración floral; dos ramilletes de flores: el de la izquierda  compuesto por flores   
rosas  rosa abiertas, capullos y hojas  y el del centro-derecha con margaritas,  sobre trece varillas. El resto de las varillas  y las guardas sin decoración.  
Revés: sin decoración.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/90427c5c-9898-3cdb-8c96-393d616557c4","http://data.silknow.org/graph/cer","Modernismo   Edad Contemporánea","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/90427c5c-9898-3cdb-8c96-393d616557c4","http://data.silknow.org/graph/cer","Al igual que el abanico con nº de  inv 17470, está realizado en Austria, por su decoración, por el trabajo de pasamanería. La anilla que en Japón suele ser de plata aquí  es de marfil.  
Es importante porque conserva la abrazadera.  
  
Bbliiografía comparada:   
ARNSTRONG, Nancy: The Book of the Fans. London, Colour Library International, 1978, p. 119.  
-FILIPPINI SACHETTO, Amalia; TESTONI SASSI, Lidia: Un soffio di vanità. Ventagli da collezione private italiane, Padova, De Luca Edizioni d´Arte, 1989, p. 113, nº 104  
-RODRIGO ZARZOSA, Carmen. Colección de abanicos en el Museo Nacional de Cerámica. Catálogo - Exposición. Madrid, Ministerio de Educación y Cultura, 2000, p. 141, nº 75.  
-VOLET, Maryse; BEENTJES, Annette: Éventails, Collection du Musée d´ art et d´ histoire de Genéve. Genéve.  Editions Clairfontaine, 1987, p. 144, nº 110.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/ab03514e-99ab-3bac-9f7a-f22c2700b575","http://data.silknow.org/graph/cer","Abanico de baraja.  
Aunque muchos abanicos de este tipo se hicieron en otros países, como Austria o Alemania, éste, como el nº 135 del Museo de Lugo, puede estar hecho en Valencia.  
  
Bibliografía comparada:  
-VOLET, Maryse, BEENTJES, Annette: Éventails, Collection du Musée d´ art et d´ histoire de Genéve. Genéve, Slatkine, 1987, p. 146, nº 117.  
-Aleteos, Colección de abanos do Museo Provincial de Lugo.Lugo. Diputación Provincial de Lugo, 2002, p. 179,  nº. 135.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/ab03514e-99ab-3bac-9f7a-f22c2700b575","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/ab03514e-99ab-3bac-9f7a-f22c2700b575","http://data.silknow.org/graph/cer","Abanico de baraja.   
Varillaje: 17 varillas + 2 guardas, de hueso, grabados, tallados, calados y con doble "" grillé"", terminados en forma de uña con pequeños redondeles grabados y calados que se repiten un poco más abajo formando un pequeño medallón ovalado y vertical por donde pasa la cinta de que une el varillaje. El grillé hace que parezca más un abanico de encaje que de hueso.  
Tres grandes guirnaldas rematadas, por esta especie de bodoques y rellenas con una decoración perlada y decoran el centro del abanico de izquierda a derecha. La guarda que cierra, mucho más trabajada que la que abre tiene unas decoraciones vegetales, con bellotas talladas y recortadas.   
Clavillo de metal rematado con un botón de hueso.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/bb6919ba-c3d3-39d5-83ed-1618e02fa231","http://data.silknow.org/graph/cer","Edad Contemporánea [Época alfonsina]","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/bb6919ba-c3d3-39d5-83ed-1618e02fa231","http://data.silknow.org/graph/cer","Abanico plegable.  
  
País: doble de tafetán de seda en su color, pintada a la aguada y con oro.  
Varillaje: 14 varillas + 2  guardas de nácar ""goldfish"",lisas y sin decoración.  
Clavillo: remachado con vidrio imitando diamante, engastado a la antigua y anilla de latón trilobulada y calada, de la que pende un doble cordón de hilos de seda de color melado con borla con trabajo de pasamanería, de la que penden hilos de seda y metálicos entorchados (30 cm.)  
  
Cara: decoración vegetal. En el centro un gran ramillete de flores diversas, capullos...y hojas con toques de oro. El resto sin decoración.   
Revés: anagrama central con las letras A y N entrelazadas, pintadas a la aguada (blanco, azul, negro, rojo...) y con oro. El resto sin decoración.  
  
Fuente y guardas: sin decoración.  
  
 País doble de seda en su color. La cara liluminada al gouache y prupurina dorada con un ramillete central. Revés con gran anagrama al gouache y purpurina de dos letras mayúsculas entrelazadas a y n. Clavillo de metal rematado por vidrio tallado. Anilla trilobulada calada pende cordón y borla.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/bb6919ba-c3d3-39d5-83ed-1618e02fa231","http://data.silknow.org/graph/cer","Abanico alfonsino  
  
Bibliografía comparada:  
-Aleteos, Colección de abanos do Museo Provincial de Lugo .Lugo. Diputación Provincial de Lugo, 2002, p. 88, nº 53.  
-FÄCHER.  Kunst und Mode aus fünf Jahrhunderten. München,  Hirmer Verlag. [Exposición celebrada en Alemania del 26 de junio al 4 de octubre de 1987, organizada por Herausgegeben vom Bayerischen Nationalmuseum] 1987, p. 199, nº 88.  
-MERINO DE CÁCERES, Maruja: ""Alfonsino Fans in Madrid´s Nacional Museum of Decorative Arts"" en  FANS, The Bulletin of The Fan Circle International. 2006, nº 82, pp. 10-14.  
-RODRIGO ZARZOSA, Carmen. Colección de abanicos en el Museo Nacional de Cerámica. Catálogo - Exposición. Madrid, Ministerio de Educación y Cultura, 2000, p.117, nº 47.   
-VOLET, Maryse; BEENTJES, Annette: Éventails, Collection du Musée d´ art et d´ histoire de Genéve. Genéve.  Editions Clairfontaine, 1987, p. 142, nº 104.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/25915d2e-6219-3648-a88e-86e450b3c176","http://data.silknow.org/graph/cer","Abanico tipicamente modernista por la decoración , los tonos, la forma serpenteante....  
Se denomina varillaje a la sultana a las varillas que aparecen encima del país.  
  
  
Bibliografía comparada:   
-ARMSTRONG, Nancy: Fans, London, Souvenir Press, 1984, p.128, lam. XXIX.  
-BENNETT, Anna G. : Unfolding Beauty. The Art Of The Fan. Boston, Thames and Hudson, 1988, p. 253, nº 1976.261.  
-RODRIGO ZARZOSA, Carmen. Colección de abanicos en el Museo Nacional de Cerámica. Catálogo - Exposición. Madrid, Ministerio de Educación y Cultura, 2000, pp.149- 151, nº 86, 87, y 88.","http://data.silknow.org/vocabulary/743"
