"obj","museum","text","material_group"
"http://data.silknow.org/object/e3072d6e-d6da-3e73-9cf5-98a07e18be8e","http://data.silknow.org/graph/cer","Dinastía Qing [1644-1911]","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/72c99430-c7f3-3523-af7a-efa12aa22412","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/873b81d3-93a9-3bb8-8d0f-cf739a11f4f9","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/858587f2-0c14-3c1a-a186-ca2613617b7a","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/583ab051-e3c2-39eb-ae3a-ec410be7845b","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/55c9676c-71cc-33d0-a137-2c8b15d871ba","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/068a8877-8ced-3dc5-8864-8733823d9cec","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/a4f54f23-500d-3ae1-90f6-a0d890712bed","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/d5f313b0-9ca5-3fcc-8c28-6916031a0ef5","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/9ad4d88e-9d65-378b-acb4-1607cdbeb9e7","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/756e68af-70c7-3665-be37-fb46f57ef9cc","http://data.silknow.org/graph/cer","Dinastía Qing [1644-1911]","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/3783e14e-7eb6-3fe6-bd89-ec45d7726dd1","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/b13d4745-21d9-310b-a0d6-92057bc4dc02","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/f4c72293-bd8b-34e6-8eb4-c8843bd80fa4","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/a16cfa9c-ae30-3fde-87a7-ca326dfcf39e","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/2b16f153-86fe-3a20-a640-6e5a8ab7d8b1","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/5eb26389-b4a8-3cae-9f21-c4154ff9a14f","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/6f9e9f94-dd94-3b48-9751-01380e49c1fa","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/75c38c0b-19eb-33ca-b6c3-db880d189c1a","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/3b17f21c-3c52-3729-a3b6-4ad4579d526d","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/9a04a98b-14cf-3684-8694-2dd00b11c468","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/f3447902-b8a4-3d14-9f31-3c1b9061c51a","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/d4946cd6-8fa5-36be-bf6e-8173d7058172","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/f14232b4-78b2-36d4-b4c6-5906f3c503e0","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/afaded27-f4e7-3ec7-ae77-4a677dabbfe1","http://data.silknow.org/graph/cer","El abanico se introdujo en Occidente desde Oriente en el siglo XVI. Desde entonces se convirtió en un complemento más de la indumentaria femenina, utilizándose además como un instrumento de comunicación en un momento en que la libertad de las mujeres estaba muy limitada.   
Sin embargo en Oriente, y principalmente en Japón, ha sido un atributo propio del traje ceremonial, tanto femenino como masculino, que definía el estatus social de su portador.","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/60f6b5b5-ee17-353a-9978-85115fc5fbfd","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/d0f6fe8d-3034-30ac-bdad-2200e486d451","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/299511bf-a177-35c2-913c-42d7f7b42489","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/276a2c40-9dc9-351a-9f21-ebf438aa5e37","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/12d37496-ae3b-3753-852d-7fb0461731ad","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/5ea54620-6c9c-3f16-a4ad-4cf8838ec389","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/4cb7736e-96e4-33ca-b53d-edd9890a2668","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/8fc341e5-10e9-375c-afc3-03d861ce9fe2","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/a18e6301-9865-3c79-bc1d-e341b81f4c36","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/e2ff3b88-b2ae-3e41-8a8a-5594e686a3f0","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/72179bb7-ab49-35f0-b0c4-e8218c32347c","http://data.silknow.org/graph/cer","La dalmática luce en el centro de su faldon, las imágenes de San Pedro y San Pablo dentro del que lleva asimismo escudos con las armas de los Fonseca. Las mangas de terciopelo carmesí con bordados sobrepuestos de temas renacentistas parecen proceder del reaprovechamiento de otras piezas, así como los óvalos con figuras de santas mártires insertas en capilletas, que parecen ser algo anteriores al resto del bordado, posiblemente de la segunda mitad del siglo XVII.","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/f61c98f7-0e97-350a-88be-b8669b218217","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/062e6383-4623-354a-9149-614ecc682c97","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/d445e235-ae4b-3d46-8d79-53000af7a87a","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/5dd0755e-8ccb-33ea-a4c5-4137af31d49d","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/a8844c0e-f73c-3fe0-9d0b-5ceb14139022","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/15dbec54-61c5-34c6-8ce7-de6760d46e42","http://data.silknow.org/graph/cer","Arte Chino","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/2ee40f39-4a41-3842-9a00-1eb5f3c60234","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/df558353-ade5-318e-8d45-71ed31f522c4","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/48c52355-bbd5-3796-b47f-df82ee308414","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/119eb97c-7e49-3123-960a-5047233e936b","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/d6072d1c-00c8-38dd-a183-01d0fd85db1f","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/001fff7c-d69c-38c1-82f9-051d8331385b","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/1c6f04d1-fc6b-3775-889b-c832dc8cda2a","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/0cb9ce50-2c3f-3c31-bf9f-06491739b990","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/48c0f22c-33a2-31cd-ad83-ae232b685f21","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/2546c68f-f3b9-3257-9e16-8821e3818c8b","http://data.silknow.org/graph/cer","Abanico plegable.  
  
País: doble de tafetán de seda pintado a la aguada con adornos dorados.  
 Varillaje: 18 varillas +2 guardas de hueso calado, grabado y pintado a la aguada con oro, plata y barnizado.  
 Clavillo:  rematado con botón y anilla  de latón sogueada.  
  
Cara: escena costumbrista de música. Una joven toca el piano con partitura, que le pasa la hoja un caballero, a la derecha un caballero toca la guitarra, damas y caballeros, vestidos a la moda del siglo XVIII, escuchan (11 en total). A la izquierda, violín sbre taburete y partitura, libro y partitura y sombrero en el suelo. A la derecha, jarrón con flores, algunas en el suelo y firma del pintor: J.RAMIREZ. En ambos extremos adornos dorados con adornos vegetales y flores de colores.  
Revés: paisaje tenebroso con tronco de árbol. adornos dorados en los extremos.  
  
Fuente: tres cartelas con motivos musicales, el resto con decoración vegetal con flores, zarcillos...  
Revés: sin decoración.","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/95b36c67-47fd-3dc7-ba1b-6225ba8d3149","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/adfb57d6-9e32-3863-a722-22d4dfb96577","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/b6931e46-c8ce-31f9-9360-2b9b0a409f98","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/598d25bd-baf6-38fe-997a-b9818576d0eb","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/e675c21c-0312-3835-8287-19c900e94e52","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/5ebc588b-b517-3a36-a77f-9401c02cd75b","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/e4117b9a-885c-3a5b-b97e-91cbf7b92a41","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/b956209a-5734-3283-8361-69cde44b2f5c","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/7b38cdf9-20a6-3d9b-8169-4b0665289448","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/606e7cd2-11f8-302d-86d3-40b907e79438","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/8d15498b-c7b5-3390-b0dd-59a2f825b482","http://data.silknow.org/graph/cer","Barroco   Escuela Sevillana","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/15a34aef-f6d4-3943-9a81-bebdcad1c625","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/c366b1c9-4618-3417-83f3-a8908f0fb18f","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/584b2b18-2c26-324a-a825-05607c8384d7","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/01b5787f-2313-39cb-be40-a09be6353987","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/edab4239-ced6-3c2f-8aac-305986b12fc4","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/b2a1c4ae-76ae-305e-a0be-2b6e09be610e","http://data.silknow.org/graph/cer","Arte Chino","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/5d7d4b32-4f54-3e02-a305-8dae64d26b61","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/663cd1e9-7c8b-3563-884a-1dcf85103374","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/10026a94-2699-35b3-9270-5fa13ca677db","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/968c52e6-ce4c-382a-8be5-5639ee9cc9d7","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/1b6c0300-fccc-3421-b109-46389f7c8a3f","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/d5b03a93-8958-3312-8ae2-2a8fa4aa10e6","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/e45fef60-85b8-3e09-b3f0-37dae0bae0d0","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/ebacbfc6-f185-3ba5-a092-384c748c65c9","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/e2236bcd-e957-3b19-8441-3473be91e9f9","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/a0e45f33-d17a-3ecf-95a7-6168a188cecd","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/bbd67e9e-dd94-3af6-8a2b-bd2c6c2560f7","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/d921415b-1644-3da9-a359-d6c5f8d36f4d","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/186287bf-b439-3552-a5da-94f5a5fa141a","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/d522777c-6a5f-3c2d-863a-f42cdc4db377","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/f039470e-0758-323a-bf64-b98fc00d8ae3","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/872da576-6582-3aaf-93fc-18a4f11aab59","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/72179bb7-ab49-35f0-b0c4-e8218c32347c","http://data.silknow.org/graph/cer","Barroco   Escuela Sevillana   Renacimiento","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/88886596-c48b-3e1e-9357-620e7656338c","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/476d015c-21ec-333f-a8f1-b174a3dd0ea3","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/c90e1434-af9f-3def-80a6-45c696993f4a","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/929a48fa-ac77-3785-aec4-036199c8d533","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/a136f8c1-bdd1-3ffd-804b-9c22ef6f3791","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/8c47b81b-84d0-3b10-9647-07620c711e1a","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/756e68af-70c7-3665-be37-fb46f57ef9cc","http://data.silknow.org/graph/cer","Parecido al nº 21.485.  
  
La laca se saca de la savia de de Sumax (vernis vernica) ver:- VOLET, Maryse; BEENTJES, Annette: Éventails, Collection du Musée d´ art et d´ histoire de Genéve. Genéve.  Editions Clairfontaine, 1987, p. 98  
-ARMSTRONG, Nancy: A Collector´s History of  Fans. London. Studio Vista,  1974, p. 49.    
  
Bibliografía comparada:   
- HUTT, Julia: ""Chinese fans from China"" en FANS from the east. London, Debrett´s Peerage, 1978, p. 323 nº 10.  
- MERINO DE CÁCERES, Maruja: Orientals fans in the National Museum of Decorative Arts in Madrid. En: FANS, The Bulletin of Fan Circle International. Londres, 2007, nº 85 pp. 22-29  
 - MERINO DE CÁCERES, Maruja:   ""Abanicos chinos de exportación"" (con  José Luis Valverde Merino) en Oriente en Palacio. Tesoros asiáticos en las colecciones europeas  (Catálogo-Exposición).Madrid,  Patrimonio Nacional, 2003, pp. 263-266.  
-VOLET, Maryse; BEENTJES, Annette: Éventails, Collection du Musée d´ art et d´ histoire de Genéve. Genéve.  Editions Clairfontaine, 1987.","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/c8b150c2-34c0-3570-8b50-e0d38fe870ed","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/bcbb5801-8575-3a5c-bcf3-36a9b0441710","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/94f3638f-7dd1-339b-a028-77f131b8a181","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/c32c7839-7175-3d41-8bfc-3b69127a78f2","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/f1094c86-a85a-3be5-8446-e2193db38461","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/67e50f4c-cca9-3fd9-b8b6-c0dd9d69d44e","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/b270d55f-da9b-3871-9ce3-a2b92359d1c1","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/dfc7e8f2-3f15-3f08-bf6a-ae9529db8cd8","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/313638ff-36de-3709-a7e8-64eb2e301d71","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/bf907d1f-d43f-3bfa-a28e-45678d6bcad1","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/a3fe9174-e614-3523-9556-a6599938becf","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/79fc09ac-4db8-3e6a-b549-f738957f599b","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/2546c68f-f3b9-3257-9e16-8821e3818c8b","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/3afa9347-8a1f-3760-91d2-10c03f75c966","http://data.silknow.org/graph/cer","Arte Chino","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/e75383f2-37df-3dc7-9886-bea968417d75","http://data.silknow.org/graph/cer","Edad Moderna","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/69c81fa1-fe32-3f8a-aad2-6b6fb9d40b3f","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/27115264-af8b-3def-9820-3cb3150a18f2","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
"http://data.silknow.org/object/61d6acc7-9027-3675-a563-1db4ca3730f2","http://data.silknow.org/graph/cer","Edad Contemporánea","http://data.silknow.org/vocabulary/facet/animal_fibre"
