obj,museum,text,label
http://data.silknow.org/object/31bf87b5-aa62-3adf-892e-91c92e0d65f3,cer,"Cuadro realizado sobre tejido de tafetán de seda de color crudo con aplicación de trozos de papel con grabado litográfico y chapería y bordado.  Decoración: polícroma, fitomorfa y figurada, zoomorfa y humana (simbólica-cristiana), bordado a la aguja utilizando un dibujo previo, realizado a lápiz, con hilos de seda de colores: verde, azul, amarillo, rosas, rojo y crudo a punto de pasado oblicuo, cordoncillo y graneado. El esquema es una orla exterior de motivos florales yuxtapuestos. En el centro un gran ángel de cuerpo entero, frontal, con túnica y manto, grandes alas y pelo largo, que lleva en su mano derecha un pez y en su izquierda un báculo, sobre una nube, y una filacteria que partes dos querubines, cuyo texto es ilegible. El halo es de lentejuelas, circulares, planas y doradas, con una mostacilla de pasta vítrea. También aplicación de talcos en forma de estrella de seis puntas y de corazón flameante. El tejido se fija mediante costura a un cartón en el que hay etiqueta de fábrica adhesiva.",Embroidery
http://data.silknow.org/object/81eb6e5b-e693-3a25-b9c5-11dfefe51121,cer,"Variedad de puntos: lomo, ladrillo y cadena.  
En la ficha antigua se alude a una manga de camisa de tipo tradicional de los siglos XVII y XVIII.  
Datación: Siglo XIX o anterior. La distribución de los motivos clasifica a la pieza como indumentaria más antigua, sin embargo, el motivo bordado en color más claro dentro de otro más oscuro indica que pueda ser más moderna.",Embroidery
http://data.silknow.org/object/de5f6701-dd88-382c-830c-eff688f123c8,cer,Casulla de damasco color blanco con cenefas en terciopelo rojo. Reborde que remata toda la pieza también de terciopelo. Damasco con decoración floral en línea vertical ondulada. Rematado con fleco en seda roja y amarilla.,Damask
http://data.silknow.org/object/a63052de-5f7c-374c-ad35-574752fdeddf,cer,"Paño con espacio rectangular en el centro, decorado con cuatro florones en los ángulos, dos aves y en el eje, estilización de copa o jarro de flores y águila bicéfala. Alrededor orla de pájaros y cuadrúpedos intermedios con decoración geométrica.",Embroidery
http://data.silknow.org/object/dfd47298-6b9d-38e4-a663-2b4dc097cad5,cer,Edad Moderna,Damask
http://data.silknow.org/object/e01063f2-2621-3e81-b1f9-2818d40d45a4,cer,"Túnica de raso azul, con cuello de caja y mangas anchas. A la altura del pecho, en la espalda y sobre los hombros una insignia circular bordada representando dos dragones de cinco garras.   
A lo largo de la historia la indumentaria china ha seguido un código jerarquizado, vinculado al status social y a la profesión de cada individuo. Tanto las prendas como los complementos que las acompañaban, así como los motivos decorativos y los colores, seguían esta rígida estructura.  
El pu-fu es una prenda de abrigo que se colocaba sobre la túnica y generalmente presenta una decoración bordada en forma de insignia, cuadrada o circular, que representa el rango de quien lo porta. En el caso de los pu fu conservados en el MNAD aparecen representados el dragón y el ave fénix, animales asociados al emperador y a la emperatriz respectivamente.   
Hacia mediados del siglo XIX, esta jerarquización en la indumentaria comenzó a caer en desuso, aboliéndose definitivamente con la proclamación de la República en 1911.",Satin (fabric)
http://data.silknow.org/object/30b1dca1-547d-314f-bf9f-0cdd361405a9,cer,Edad Moderna,Satin (fabric)
http://data.silknow.org/object/827f7b30-c94a-3f76-b78c-db7962933283,cer,"Fragmento de saya de imagen vestidera. Está formada por cuatro piezas correspondientes a un mismo tejido, una de las cuales presenta una rotura, y a otra le falta un fragmento. Sobre un fondo rosa con efectos de damasco que forma bandas geométricas y motivos vegetales, se dispone una decoración floral y vegetal realizada en seda de distintos colores e hilo metálico dorado y plateado. Conserva el forro azul, que presenta algunas roturas que permiten estudiar el reverso. Las dimensiones del tejido no permiten apreciar las dimensiones del ""rapport"" ni el ancho del telar. Dos de los fragmentos conservan un orillo (4 mm. de ancho, de color marrón claro con algunos hilos blancos).  
  
Ligamentos  
-Damasco formado por tafetán (mate) y raso de tres por urdimbre (brillo)  
-Tramas espolinadas de hilo metálico plateado que se dispone en tramas dobles, y seda de distintos colores  
-Briscado",Damask
http://data.silknow.org/object/a6004310-d7a0-31a6-8848-4c319438b75e,cer,"Bota del pie izquierdo, de raso negro forrada de lienzo azul con suela gruesa y rígida de canto blanco, que al exterior es de cuero y  que está perforada en el talón por un orificio esférico y está reforzada en la parte superior con un trozo de cuero en forma de pera. Cubre la pierna hasta la rodilla rematando en forma acampanada, y la punta es cuadrada, como lo exigía la etiqueta de corte manchú. Suela pespunteada.",Satin (fabric)
http://data.silknow.org/object/e10a497f-b462-30da-a197-88439e7b5fd8,cer,Edad Moderna,Satin (fabric)
http://data.silknow.org/object/82eb7488-e67c-3bdc-8cd4-9caadb341bbd,cer,Edad Moderna,Velvet
http://data.silknow.org/object/2f868eb1-6dbc-32fb-8aa6-841f8a64f3f8,cer,"Fragmento de seda amarilla con decoración neoclásica en blanco. Aparecen dos medallones de forma ovalada en las que se inscriben figuras humanas, en el inferior un joven de pie con las manos en alto, en el superior, niño sentado tocando instrumento. Aparecen además grifos, langostas y roleos vegetales alrededor de estos motivos principales.",Damask
http://data.silknow.org/object/e14cdbab-e10c-3ed4-8876-6797ea92f862,cer,"Terciopelo de seda verde, cortada con perfiles rizados sobre fondo ocre. El tema es una composición vegetal de hojas, frutos y roleos, todo enlazado, sin poder apreciar la composición por la estrechez del ejemplar. Rematada en sus extremos con estrecho fleco de seda blanca, amarilla y roja muy perdida con galón dorado. Cruces en el centro y extremos.",Velvet
http://data.silknow.org/object/2f2fe9ee-42a8-37eb-b002-942d39197e86,cer,Edad Moderna,Damask
http://data.silknow.org/object/83571a57-efd4-33cd-b0e1-18fda25d2851,cer,Edad Moderna,Cut velvet
http://data.silknow.org/object/e1c4e512-1517-3a26-940d-2919832f95bb,cer,"Dechado rectangular de tafetán muy abierto (malla) de lino color crudo cuyo orillo es visible en el lado derecho, los demás están recortados a tijera y deshilados.~æDecoración: Figurada, simbólica-cristiana, zoomorfa, fitomorfa, heráldica, humana, geométrica y epigráfica realizada a punto de aguja `a por cuenta`, en punto de cruz, son hilos de seda de color morado, amarillo, tostados, rojo, verdes, malvas, azules.~æEl esquema está dividido en tres franjas. En la superior el abecedario y los números, en cuatro líneas: `A B C D E F G H I J L M N O P Q R S T V U X Y Z (ilegible por pérdida abundante de hilo de trama de bordado color morado), debajo repite en color amarillo. Debajo repite a excepción de la letra V en color tostado. Debajo abecedario ilegible y números 1 2 3 4 5 6 7 8 9 0, en morado. En el centro motivos en tres calles horizontales. En la primera cuatro orlas geométricas, en la 2ª ocho motivos; cesto de frutas, perro, jarrón con flores, cruz con dos figuras humanas a los lados, pájara sobre una rama, jarrón con flores, el gallo de la Pasión. En la 3ª león penachado, cesto de frutas y flores, cesto con frutos y flores, águila bicéfala coronada con el escudo de la Orden de Malta, jarrón con flores. Debajo inscripción: `LO HIZO MAURICIO SANCHO A LA EDAD DE 9 AÑOS AÑO DE 1870`.",Embroidery
http://data.silknow.org/object/32ce9933-2a3c-3216-b706-f2b25439055a,cer,Edad Moderna,Embroidery
http://data.silknow.org/object/7dc54c4b-33c8-3ae3-9109-32a7a9604f5a,cer,Edad Moderna   Edad Contemporánea,Velvet
http://data.silknow.org/object/816c153a-3fa6-3d46-974b-3d2a8f3b0c9c,cer,"Fragmento textil de terciopelo de seda de color marrón. Motivos decorativos de ramas y hojas. Probablemente formaba parte de una pieza de indumentaria, a juzgar por las marcas de dobleces que conserva. Está cortada según patrón  
  
Ligamentos  
-sarga [base]  
-terciopelo cortado [decoración]  
-terciopelo bucleado [decoración]  
-tramas espolinadas de hilo metálico que ligan en sarga [decoración]",Velvet
http://data.silknow.org/object/33a62790-1083-39a1-a777-4a5bffdf56cd,cer,Edad Moderna,Velvet
http://data.silknow.org/object/7de0c6ea-e43c-32ae-a1c6-c075522e1251,cer,Edad Contemporánea,Embroidery
http://data.silknow.org/object/d84a1dd1-31c7-31b3-ae07-28c58b270123,cer,Edad Moderna,Velvet
http://data.silknow.org/object/d8675524-3cd5-3bd5-b3c2-00f1fcb31fd2,cer,Época Luis XIV   Edad Moderna   Barroco,Damask
http://data.silknow.org/object/d893da04-3e74-3b01-b436-e3552ed2c293,cer,"Manípulo realizado en terciopelo beige liso por un lado y damasco blanco por el otro, con la finalidad de ser utilizado indistintamente, porque lleva remates distintos por ambas caras de galón de seda amarilla y estrecho fleco beige y amarillo en la otra.",Velvet
http://data.silknow.org/object/3783e14e-7eb6-3fe6-bd89-ec45d7726dd1,cer,"Hay dos manipulos hechos con el mismo tejido de la casulla, pero rematados con flecos de seda rosa y dos verdes con el nº inv 6344 y 6345.",Embroidery
http://data.silknow.org/object/377cc0bb-c68d-387b-922f-4838094d7114,cer,Dinastía Qing [1644-1911]  Arte Asiático   Arte Chino,Satin (fabric)
http://data.silknow.org/object/370f14a3-bc5a-3c95-8b0a-8792a53ab027,cer,"Dechado rectangular de tafetán (lienzo) de lino color crudo cuyo orillo es visible en el lado mayor derecho, los otros tres lados rematan en dobladillo a punto de vainica ciega.~æDecoración: Bordado polícromo con hilos de lino y de seda, a por cuenta, pasado, punto de cruz, derivados del punto de cruz y pespunte. Geométrica, zoomorfa, simbólica y epigráfica. Al borde y a punto de cruz, orla en seda color marrón, tostado y verde. La banda superior epigráfica con el abecedario (incluido la Ñ) la inscripción y la fecha, en cuatro líneas horizontales, `A B C D E F G H Y J K L LL M N Ñ / O P Q R S T V U X Y Z. LOIZO TELE S/ FORA BERENGEL. DE EDA DE 7 AÑOS AÑO DE MIL 840`. En la banda inferior elementos figurativos: custodia, vestido, pino, candelabro, pájaro, escalera, y en el centro un capelo cardenalicio con cruz de dos brazos, todo ello a punto de cruz, sobre el pino a punto de pasado.",Embroidery
http://data.silknow.org/object/d921415b-1644-3da9-a359-d6c5f8d36f4d,cer,Dechado o modelo de distintos bordados realizados en multitud de colores.,Embroidery
http://data.silknow.org/object/7e97783c-0cdc-3e11-9748-b02d6e6d2b15,cer,Este manípulo y otro igual con número de inventario 6345 están realizados con el mismo tejido que la casulla número de inventario 4770. Rematados con fleco de seda (la casulla rematada con galón metalico).,Embroidery
http://data.silknow.org/object/7ec3aa79-ce96-3f3a-96c9-cf134c3ca61c,cer,Mantel rectangular de encaje de color beige. Con motivos vegetales encerrados en cuadrados; estos están formados por bandas con flores de cuatro pétalos.,Embroidery
http://data.silknow.org/object/36975a2d-96a5-3647-b382-fa92f19f0f23,cer,Edad Moderna,Damask
http://data.silknow.org/object/7f82fa31-4cc9-34d5-8471-8d7cc17d643a,cer,Art Nouveau,Velvet
http://data.silknow.org/object/36561c8f-4773-3c47-80df-784453477ca1,cer,Edad Moderna,Damask
http://data.silknow.org/object/a7292270-4a07-36ac-87eb-ec17cae28119,cer,"Fragmento rectangular de tejido. Sobre un fondo verde de damasco decorado con motivos geométricos y vegetales, se disponen a su vez motivos florales y vegetales realizados en seda de distintos colores e hilo metálico. Carece de orillos. Las medidas impiden conocer las dimensiones del ""rapport"". En el museo se conserva otro fragmento procedente de la misma pieza de tejido (CE24268).  
  
Ligamentos  
-Damasco formado por raso de 4 [brillo] y tafetán [mate] [base]  
-Tramas espolinadas en seda e hilo metálico que ligan en sarga [decoración]  
-Briscado [decoración]",Damask
http://data.silknow.org/object/35887b53-ba59-3c38-936a-c21439b1948b,cer,Edad Contemporánea [Época Imperio]  Época Imperio,Satin (fabric)
