"obj","museum","text","material_group"
"http://data.silknow.org/object/c8bad265-3e81-3911-be97-7f76a4b50eb9","http://data.silknow.org/graph/cer","Silla de brazos de madera de nogal sobre zapatas, con chambrana frontal calada de riñoncillos y brazos rectos; tapizada con fragmentos de terciopelo eclesiástico bordado antiguo, reutilizado.  
Estructura de montantes aserrados, formando las patas frontales y los apoyos del brazo, éstos torneados en forma de balaustre. Los montantes traseros formando patas y la parte del respaldo, inclinado y con remates recortados en forma de ménsula (presenta sendas reintegraciones de rebajos practicados en el lado trasero de la parte superior, a mitad de altura del tapizado del respaldo). Se ensamblan mediante caja y espiga con clavija a sendos travesaños inferiores laterales, con sus testas recortadas en oblicuo, formando las zapatas. Los brazos en forma de tabla ancha con rebajo al exterior, debajo del recodadero, que vuela, y con remate redondeado en forma de voluta (en el presente ejemplar el brazo no es de una sola pieza, sino la mitad inferior de las volutas al frente está unida mediante encolado). Ensamblaje de los elementos laterales mediante un travesaño trasero en forma de tabla con el canto inferior recortado, con la parte central menos ancha y sendos lóbulos en los extremos. La chambrana frontal en forma de tabla calada y con decoración de talla en bajorrelieve (a diferencia de su pareja, la presenta chambrana está compuesta de dos tablas y la superficie es mucho más lisa). Ambos ensamblados a caja y espiga y atornillados mediante sendos tornillos de hierro con las cabezas rectangulares, desmontables. Actualmente la estructura está fija a causa de la cintura corrida del asiento de madera de pino, y sendos travesaños formando la estructura del tapizado del respaldo, ambos al aire. Debajo de la cintura, tejido de forro de tafetán de algodón teñido de negro, cubriendo la estructura. Debajo del tejido del tapizado aparece tela de refuerzo de tafetán de fibra vegetal (mientras que en la pareja aparecen evidentes señales de un anterior tapizado con lengüetas, en el presente ejemplar no hay señales tan evidentes). El respaldo con tela de forro de tafetán de seda teñido de color carmesí, compuesto de varios fragmentos cosidos entre sí.  
Decoración de talla incisa de gubia en las testas de las zapatas y los remates del asiento, la chambrana frontal con talla calada y en bajorrelieve,   
El tapizado de tejido de terciopelo de seda de trama y urdimbre amarilla y pelo de color carmesí, formando el fondo para un bordado de aplicación de tafetán de seda de color amarillo con contornos bordados de hilo metálico, y de punto al matiz de hilos de seda de varios colores y de hilo metálico. Formando una decoración vegetal zoomorfa, heráldica y figurativa. En el canto inferior del respaldo, flecos largos de hilo metálico y de seda carmesí, alrededor del asiento flecos de hilo de seda rematados en borlas, dispuestos de modo escalonado.  
Clavos decorativos con cabezas de hierro (?) fundido en forma de roseta dispuesta en espiral.   
La estructura de madera presenta estriado en las testas de las zapatas y los remates del asiento. La chambrana frontal calada con un riñoncillo en los extremos de los cantos superior e inferior, bordeados de una moldura que las une en el eje vertical y bordea el contorno de la chambrana; al centro un motivo calado de campo central rectangular con los lados laterales rematados en arco en cortina, motivo que se repite a mitad en los extremos del eje central horizontal. Voluta tallada en las caras exteriores de los remates de los brazos.  
El tejido bordado del tapizado con motivo heráldico en el asiento y figura de santo en el respaldo, ambos motivos inscritos en cartucho circular y rodeados de representaciones zoomorfas del repertorio de los grutescos, inscritos en un campo rectangular. El motivo heráldico partido, con torre de un castillo a la derecha y sendos flores-de-lis a la izquierda, sujeto por sendos leones rampantes afrontados, que miran hacia fuera, rodeados de hojas de acanto enrollados, dispuestos simétricamente. El respaldo representa en el cartucho central provisto de elementos enrollados un busto de una figura de santo coronado por aureola y sujetando una espada, atributo de San Pablo.","Vegetable fibre"
"http://data.silknow.org/object/c8bad265-3e81-3911-be97-7f76a4b50eb9","http://data.silknow.org/graph/cer","La voluta tallada en las caras exteriores de los brazos mucho más basta que en la pareja del asiento.  
Sobre el escudo: por la calidad de los cuarteles, se plantea la hipótesis de que este fuera el escudo de alguien de una familia real.","Vegetable fibre"
"http://data.silknow.org/object/b0de94f5-870b-3c11-869b-cc9b1cffad6e","http://data.silknow.org/graph/cer","Tapicería (elemento mobiliario): Edad Moderna   Estructura (elemento mobiliario): Edad Contemporánea","Vegetable fibre"
"http://data.silknow.org/object/b0de94f5-870b-3c11-869b-cc9b1cffad6e","http://data.silknow.org/graph/cer","Posiblemente  retapizada en el Museo. La chambrana frontal parece repuesta ya que no coincide su posición y anchura con el campo rectangular frontal central ni con el cajeado para el ensamblaje con la chambrana.","Vegetable fibre"
"http://data.silknow.org/object/b0de94f5-870b-3c11-869b-cc9b1cffad6e","http://data.silknow.org/graph/cer","Silla de brazos de madera de nogal, de patas aserradas, con montantes frontales constituyendo patas y apoyo del brazo, los traseros inclinados a partir del asiento, con remate redondeado. Asiento y respaldo tapizado al aire de terciopelo de seda verde, con los detalles realizados en hilo de seda de color amarillo.  
Estructura de montantes aserrados formando las patas y también los apoyos del brazo. La estructura del respaldo es inclinada y con remates redondeados (pata trasera derecha con señales de antiguo ataque de xilófagos). Ensamblajes de caja y espiga con clavija con los travesaños. Sendos travesaños laterales inferiores con recorte lobulado en forma de sendas S tumbadas en sus cantos inferiores. Presenta cintura corrida de madera de pino. Los brazos rectos con remates redondeados, presentando ligero vuelo hacia el exterior de la parte del recodadero, debido al rebajo de la parte inferior de sus caras exteriores. Un travesaño inferior trasero en forma de tabla recortada y calada, la chambrana frontal sólo calada (rotura con falta de material en el canto inferior, a la izquierda; desencaje del ensamblaje con el montante derecho; los cajeados en los montantes son más anchos que la chambrana). Los ensamblajes de éstos fijados con clavijas muy grandes de sección rectangular, en el lado derecho aparece descentrado, al lado de otra clavija más pequeña. A la altura del respaldo, sendos travesaños de madera de pino, el inferior más ancho (ambos añadidos posteriores).  
Guarnición directa de asiento y respaldo con terciopelo de seda verde, liso y otro presentando decoración en reserva formando los campos centrales, el respaldo con lengüetas, el asiento sin ellos (presentando señales de haber sido provisto de ellos anteriormente, siendo éste reforzado mediante cinchas de fibra vegetal). El respaldo forrado de dos fragmentos de tafetán de seda  verde cosidos entre sí, los hilos parcialmente presentando zonas amarillas. El tejido del respaldo está encolado sobre los montantes, el del asiento claveteado por debajo de la cintura. El respaldo guarnecido en los laterales por cinta de pasamanería de hilo de oro - los mismos bordeando el campo central del asiento - y el canto inferior del respaldo mediante flecos de hilo de oro.   
Decoración de talla en bajorrelieve en los montantes frontales, la cara exterior de los remates de los brazos y la chambrana frontal, que además presenta calado, como el travesaño trasero. Talla incisa de gubia en los montantes frontales.  
Clavos decorativos de latón , alternando cabezas de forma almendrada con otras en forma de rosetas.  
Los montantes frontales con tres campos rectangulares alargados con sus cantos moldados - el central más corto coincidiendo con la anchura de la chambrana - y una estría a lo largo de su campo central. La chambrana frontal con sendos riñoncillos en los extremos de los cantos superior e inferior, y en el eje central horizontal un campo hexagonal irregular con los lados en forma de arco en cortina, calado, repitiéndose el motivo por la mitad en los extremos del eje central, sin calar. El espacio entre éstos y los riñoncillos con moldura de toro entrecruzado. El travesaño trasero con el mismo campo central calado, y recorte lobulado a la altura de los riñoncillos de la chambrana frontal.","Vegetable fibre"
"http://data.silknow.org/object/821f599d-581c-360c-abab-52cd7f5d581f","http://data.silknow.org/graph/cer","Edad Contemporánea   Edad Moderna","Vegetable fibre"
"http://data.silknow.org/object/821f599d-581c-360c-abab-52cd7f5d581f","http://data.silknow.org/graph/cer","Figura masculina de madera policromada atornillada a una base de madera que parece sentada sobre un rollo de soga. Se encuentra vestida con una chaqueta de tafetán de fibra vegetal en su color natural tostado, las partes delanteras van forradas en tafetán de algodón estampado con motivos geométricos en blanco y amarillo sobre fondo marrón oscuro. Las faldillas traseras van forradas en tafetán de algodón a rayas azules, la espalda no se encuentra forrada. Posee una camisa de tafetán de lino de color crudo, sin mangas con cuello recto y botón. Aparece una faja en la cintura de sarga de seda en color rojo. Pantalón en tafetán de lino de color gris, anudado por debajo de las rodillas con cintas de seda de color crudo, tiene abertura delantera y trasera que se cierran con costura. Medias de punto de media en algodón de color blanco. Alpargatas de yute con cordón trenzado en espiguilla de algodón de color negro.","Vegetable fibre"
"http://data.silknow.org/object/44b28dae-ba65-3656-b1df-0ac081091b51","http://data.silknow.org/graph/cer","Arte Asiático   Dinastía Qing [1644-1911]","Vegetable fibre"
"http://data.silknow.org/object/44b28dae-ba65-3656-b1df-0ac081091b51","http://data.silknow.org/graph/cer","Abanico fijo de pantalla o ""pien-mien"".  
  
En forma de palma.La base es de tafetán de tela teñida  en azul añil con pintura a la aguada y  oro, pegada a una fibra vegetal rígida (propia de China).  
Tiene pasadas horizontales de lino. La estructura de la parte inferior (llega hasta la mitad), es de madera pintada con oro.   
El filo superior es de lino.  
Mango de hueso calado y grabado con dos anillos pintados de negro. Cuelgan hilos de seda en color rojo, con un pequeño trabajo de pasamanería (hilos trenzados).  
  
Cara: decoración vegetal con flores y cuatro mariposas volando. En la parte superior, una inscripción china con letras doradas alusiva a un árbol;  seis columnas flanqueadas por  un sello (posiblemente la firma del calígrafo) y una hoja (al parecer de artemisa).  
En el revés, sin decoración. Tan sólo un motivo vegetal en la base junto al mango.  
  
Mango con motivos geométricos.","Vegetable fibre"
"http://data.silknow.org/object/44b28dae-ba65-3656-b1df-0ac081091b51","http://data.silknow.org/graph/cer","Abanico de pantalla o ""pien-mien"".  
Abanico de pantalla, denominado ""pien-mien"", ver: BENNETT, Anna G. : Unfolding Beauty. The Art Of The Fan. Boston, Thames and Hudson, 1988, p. 13.  
Hace pareja con el Inv. 21.637  
A diferencia de los otros abanicos orientales, éste no está destinado a la exportación. Posiblemente sea un abanico de uso ceremonial.  
Formó parte del Gabinete de Historia Natural de Carlos III (1776).  
  
La traducción de la inscripción aparece en  op. cit. en bibliografía : EZQUERRA DEL BAYO, Joaquín: Exposición de El abanico en España...p. 88 y dice; ""Una flor olorosa atrae a la mariposa. Escrito en Otoño de 1776"".  
  
 Bibliografía:   
-EZQUERRA DEL BAYO, Joaquín: Exposición de El abanico en España. Catálogo General Ilustrado. Madrid, Sociedad Española de Amigos del Arte, 1920, p. 88, nº 390 y lám. LXVII.   
  
 Bibliografía comparada:  
-Aleteos, Colección de abanos do Museo Provincial de Lugo .Lugo. Diputación Provincial de Lugo, 2002, p.36, nº 3.  
- HUTT, Julia: ""Chinese fans from China"" en FANS from the east. London, Debrett´s Peerage, 1978, p. 31, nº 4.  
- MERINO DE CÁCERES, Maruja. ""Abanicos: lacas de abrir y cerrar"" en ASIA en las colecciones reales del Museo Nacional de Artes Decorativas [exposición].Cantabria, Santillana del Mar, Fundación Santillana, 2000, p.141 .  
- MERINO DE CÁCERES, Maruja: Orientals fans in the National Museum of Decorative Arts in Madrid. En: FANS, The Bulletin of Fan Circle International. Londres, 2007, nº 85 pp. 22-29.  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
Abanico de pantalla o  ""pien-mien"".  
A diferencia de los otros abanicos orientales, éste no está destinado a la exportación.   
Posiblemente sea un abanico de uso ceremonial.  
  
Bibliografía:  
- MERINO DE CÁCERES, Maruja: Orientals fans in the National Museum of Decorative Arts in Madrid. En: FANS, The Bulletin of Fan Circle International. Londres, 2007, nº 85 pp. 22-29.  
- EZQUERRA DEL BAYO, Joaquín: Exposición de El abanico en España. Catálogo General Ilustrado, 1920, Sociedad Española de Amigos del Arte, p. 88 y lám. LXVII, nº 390.","Vegetable fibre"
"http://data.silknow.org/object/59a1076c-a8b7-3d64-bed1-ddc45dc8554a","http://data.silknow.org/graph/cer","Estola realizada en terciopelo cincelado con efecto de reserva en seda de color granate burdeos con decoración a base de ramos florales con pequeños frutos que se suceden en bandas de manera alternada y contrapeada. En el centro de la banda aparece una cruz griega confeccionada con galón dorado de pasamanería de motivo geométrico con el que se contornea también el perímetro de las puntas. Coincidiendo con la zona en contacto con el cuello, presenta sobrepuesta una tira de refuerzo de tafetán de lino de baja densidad, rematada por la parte exterior con línea de vainica y estrecha puntilla de encaje de bolillos. Forro compuesto por tres piezas de tejido de lino de color parduzco ligeramente encerado.","Gold thread"
"http://data.silknow.org/object/59a1076c-a8b7-3d64-bed1-ddc45dc8554a","http://data.silknow.org/graph/cer","Donación González Abreu al Museo de Bellas Artes de Sevilla en 1928.","Gold thread"
"http://data.silknow.org/object/7ea334ac-8121-31bc-b6ca-f2b1922a01e7","http://data.silknow.org/graph/cer","Manípulo realizado en terciopelo cincelado con efecto de reserva en seda de color granate burdeos con decoración a base de ramos florales con pequeños frutos que se suceden en bandas de manera alternada y contrapeada. En el centro de la banda aparece una cruz griega confeccionada con galón dorado de pasamanería de motivo geométrico con el que se contornea también el perímetro de las puntas. Forro compuesto de tafetán de lino de color parduzco ligeramente encerado. En el centro cordón trenzado de seda beige, blanca y rosa, cuyos extremos se unen en una borla presentando además presilla de ajuste.","Gold thread"
"http://data.silknow.org/object/7ea334ac-8121-31bc-b6ca-f2b1922a01e7","http://data.silknow.org/graph/cer","Donación González Abreu al Museo de Bellas Artes de Sevilla en 1928.","Gold thread"
"http://data.silknow.org/object/e9897894-bd4d-3507-8cce-4bd4022fc24b","http://data.silknow.org/graph/cer","Manípulo realizado con seis piezas de tejido compuesto con fondo de raso de seda de color granate y decoración de tramas lanzadas de hilo tipo muestra de plata sobredorada, con las que se forma la ornamentación de carácter vegetal a base de cardos y granadas que cubre la superficie. En el centro de la banda aparece una cruz latina confeccionada con galón de plata sobredorada mientras los extremos inferiores de la pieza están decorados con sendos galones dorados de pasamanería, de los que el inferior es ligeramente más ancho y rematado con flecadura. En la zona central de cada una de las caídas se han aplicado galones trenzados de seda granate e hilo entorchado rematados con borlas con los que se cierra la pieza formando una presilla. Forro de tafetán de seda de color granate.","Gold thread"
"http://data.silknow.org/object/6d9179b3-3b12-33bf-87ee-342b8f83a60d","http://data.silknow.org/graph/cer","Estola realizada con seis piezas de tejido compuesto con fondo de raso de seda de color granate y decoración de tramas lanzadas de hilo tipo muestra de plata sobredorada, con las que se forma la ornamentación de carácter vegetal a base de cardos y granadas que cubre la superficie. En el centro de la banda aparece una cruz latina confeccionada con galón de plata sobredorada mientras los extremos inferiores de la pieza están decorados con sendos galones dorados de pasamanería, de los que el inferior, es ligeramente más ancho y rematado con flecadura. Forro de tafetán de seda de color granate.","Gold thread"
"http://data.silknow.org/object/c5fe25ee-128f-31c7-a611-f23432311b21","http://data.silknow.org/graph/cer","Manípulo realizado con cinco piezas de tejido compuesto con fondo de raso de seda de color granate y decoración de tramas lanzadas de hilo tipo muestra de plata sobredorada, con las que se forma la ornamentación de carácter vegetal a base de cardos y granadas que cubre la superficie. En el centro de la banda aparece una cruz latina confeccionada con galón de plata sobredorada, mientras los extremos inferiores de la pieza están decorados con sendos galones dorados de pasamanería, de los que el inferior es ligeramente más ancho y rematado con flecadura. En la zona central de cada una de las caídas se han aplicados galones trenzados de seda granate e hilo entorchado rematados con borlas con los que se cierra la pieza formando una presilla. Forro de tafetán de seda de color granate.","Gold thread"
"http://data.silknow.org/object/58c6d415-91b5-3ca4-9025-efa8162fa1b7","http://data.silknow.org/graph/cer","Manípulo realizado con tres piezas de tejido compuesto con fondo de Gros de Tours en seda de color verde y tramas de lamé de plata y decoración de tramas lanzadas de hilo entorchado de plata sobredorada con alma de seda amarilla. La ornamentación de carácter vegetal a base de pequeños ramos florales aislados se dispone al tresbolillo por toda la superficie. En el centro de la banda aparece una cruz griega confeccionada con galón dorado de pasamanería de motivo geométrico con el que se contornea también el perímetro de las puntas y se realiza el aspa que une las dos bandas de la pieza, cerrándola y formando la presilla por la que se introduce el brazo. Forro formado por tres piezas de tejido Gros de Tours en seda de color verde.","Gold thread"
"http://data.silknow.org/object/5324adb7-b97d-380a-8ce6-e43259a177d3","http://data.silknow.org/graph/cer","De forma cuadrada realizado por la cara anterior con tejido base de Gros de Tours de seda de color beige cuya superficie aparece bordada con la técnica de matizado con sedas lasas beige, rosa, azul, amarillo y blanco y la de hilos tendidos con hilos de plata sobredorada tipo muestra, cordoncillo y camaraña y laminilla dorada. La decoración se dispone en torno a un gran florón central desarrollándose de forma simétrica a base de flores, palmetas, hojas y roleos. El perímetro está rodeado por un cordoncillo de plata sobredorada.  
Para la cara posterior se ha utilizado un tejido base de tafetán de seda de color beige que aparece bordado con la técnica de matizado con sedas lasas beige, rosa, azul, amarillo, verde y blanco y la de hilos tendidos de plata sobredorada tipo muestra y cordoncillo. La decoración de carácter naturalista parte de una pequeña flor con ráfagas situada en el centro de la pieza alrededor de la cual se dispone una decoración a base de ramos de flores con lazos, hojas y roleos que se entrecruzan entre si.   
El interior de la pieza está forrado con tejido de tafetán de rayón de color verde.","Gold thread"
"http://data.silknow.org/object/729637b2-b618-3677-871d-aa10fc94fdfc","http://data.silknow.org/graph/cer","Manípulo realizado con seis piezas de tejido compuesto con acanalado de seda de color marfil y decoración de tramas lanzadas y espolinadas en sedas polícromas y en hilo de plata tipo muestra, con las que se forma la ornamentación de carácter floral que cubre la superficie. En el centro de la banda aparece una cruz griega confeccionada con galón dorado de pasamanería. Pequeñas costuras unen las dos tiras de la pieza cerrándola y formando la presilla por la que se introduce el brazo. Forro compuesto por dos piezas de tafetán de lino de color marfil ligeramente encerado.","Gold thread"
"http://data.silknow.org/object/29adcb14-ab17-3e11-b3ff-0b4046b7c246","http://data.silknow.org/graph/cer","Manípulo realizado con seis piezas de tejido compuesto con acanalado de seda de color marfil y decoración de tramas lanzadas y espolinadas en sedas polícromas y en hilo de plata tipo muestra, con las que se forma la ornamentación de carácter floral que cubre la superficie. En el centro de la banda aparece una cruz griega confeccionada con galón dorado de pasamanería con el que se contornea también el perímetro de las puntas. Pequeñas costuras unen las dos tiras de la pieza cerrándola y formando la presilla por la que se introduce el brazo. Forro compuesto por cuatro piezas de tafetán de lino de color marfil ligeramente encerado.","Gold thread"
"http://data.silknow.org/object/00bfd76c-d01e-3636-a8b9-68580c3639ba","http://data.silknow.org/graph/cer","Cubrecáliz realizado con una sola pieza de tejido de lampás con fondo de tafetán de seda marfil y decoración a base de tramas lanzadas en seda verde y marrón y espolinadas en sedas polícromas e hilo metálico de plata sobredorada y lámina también dorada, con las que se crean diversos efectos ornamentales. La decoración que cubre por completo la superficie, se desarrolla a partir de un eje longitudinal de simetría situado en el centro de la pieza donde se sitúa un conjunto vegetal con granadas, flores y hojas que aparece rodeado de guirnaldas de uvas, hojas de parra y motivos florales.  
El interior está cubierto de tejido de tafetán de algodón.","Gold thread"
"http://data.silknow.org/object/031e4d87-4f08-3c29-86c4-e57fc407cd74","http://data.silknow.org/graph/cer","Manga de vestido de imagen de terciopelo cincelado de color granate, decorado con estrechas franjas en las que se alterna el terciopelo liso y el anillado, presentando este último un motivo en zigzag. Bocamanga decorada con aplicación de puntilla de bolillos tipo Puntos de España, realizada con hilo y lámina de plata sobredorada con motivo de florones. Forro interior de tafetán de seda de color beige.","Gold thread"
"http://data.silknow.org/object/aea6bfc7-2f12-3e1a-8b7b-213d73b2dac0","http://data.silknow.org/graph/cer","Traje de Virgen compuesto de jubón y saya realizados en tejido Gros de Tours de seda de color naranja con tejido interior de refuerzo en tafetán de lino y decoración bordada en hilos metálicos de plata y plata sobredorada en la que se combina el punto trevesado, hilos tendidos, nudos y setillos. Forro interior en tafetán de seda verde.   
El jubón presenta escote redondo a la caja con volante de encaje de bolillos de carácter mecánico, manga larga y cuerpo corto y ajustado, con punta en el centro del borde inferior y abrochadero en la espalda con ojetes y cordón trenzado de seda verde. En el centro del delantero, bordado simétrico con águila bicéfala coronada rodeada por una orla vegetal formada por flores, hojas y roleos. En la mangas ramos florales diferentes, uno de ellos con granadas.   
La saya está compuesta por cinco piezas de tejido, es larga, con cinturilla tableada con abertura parcial a la espalda y con vivo al borde que se prolonga a modo de cinta para cerrar la prenda. Pequeños ramos con flores y granadas iguales a los del jubón se disponen en bandas por toda la superficie, haciéndose más espesa junto al borde inferior. Un galón de plata remata el borde inferior de la saya.","Gold thread"
"http://data.silknow.org/object/903d4672-90ff-39dc-8c8d-e735104d5edd","http://data.silknow.org/graph/cer","El bordado barroco se convirtió en un arte eminentemente decorativo utilizado como símbolo de poder al servicio de los postulados del concilio de Trento, contribuyendo con la riqueza de ornamentos a dar una mayor majestuosidad a las celebraciones litúrgicas.","Gold thread"
"http://data.silknow.org/object/903d4672-90ff-39dc-8c8d-e735104d5edd","http://data.silknow.org/graph/cer","Casulla de raso blanco toda decorada con bordado de aplicación a realce conseguido por varios estratos de lana y tafetán de lino, empleando sedas polícromas e hilos de oro. El bordado está realizado con puntos de matiz, al pasado y oro tendido y aplicaciones de perlitas, cordoncillos, lentejuelas y láminas metálicas. Lleva adornos de galones igualmente bordados en hilos de oro sobre soporte de pergamino. En el delantero de la casulla el diseño ornamental está formado por un gran cáliz con los símbolos eucarísticos: espigas y uvas. En la parte trasera destaca la paloma del Espíritu Santo y el pelícano. El forro es de tafetán de lino crudo y raso ocre.","Gold thread"
"http://data.silknow.org/object/9bfcb8ac-3263-30be-9fdf-a3d69fe0565b","http://data.silknow.org/graph/cer","Estola confeccionada con tejido de raso de seda de color marfil reforzado interiormente con tafetán de lino y rematada por los bordes laterales con una cinta de seda beige de tejido acanalado tipo Lousine. La superficie se cubre con decoración bordada al pasado plano con punto al matiz en sedas lasas en distintas tonalidades de marrón, azul, verde y amarillo y en metal de hilos tendidos, hojuelas y lentejuelas, combinándose distintas tipologías de hilos como el muestra, el camaraña y el giraspe en azul y beige. La ornamentación se extiende por toda la cinta en forma de rama florida serpenteante repitiéndose tres variedades de flor. Las puntas, presentan en el centro una cruz con motivos vegetales y finos roleos y por el borde greca perimetral bordada, que alterna hilos tipo muestra y camaraña con hojuelas. La zona del cuello está reforzada con una banda de tejido de tafetán de seda color marfil que que protege la mitad de la cara anterior volviéndose hacia el reverso. Presenta forro de raso del mismo color.  
  
Esta pieza es el resultado de una adaptación posterior, en la que se han reaprovechado fragmentos de dos estolas diferentes, concretamente la banda corresponde a una y las puntas trapezoidales a otra. Puede apreciarse que están cofeccionadas con tejidos diferentes, los motivos decorativos están cortados en la zona de unión y los materiales y técnicas también son distintos.  
  
Esta estola forma conjunto con la DE983B.","Gold thread"
"http://data.silknow.org/object/e038aa9f-bee2-38a7-8f64-26c150b4280f","http://data.silknow.org/graph/cer","Paño cuadrangular confeccionado con tejido de terciopelo de seda de color verde botella decorado con bordado de aplicación de temática heráldica realizado combinando tejidos de tafetán de seda en ocre y marfil y bordado de hilos tendidos de plata sobredorada y al pasado plano con hilos de seda en verde y beige. En el centro, se dispone una cartela con lambrequines en cuyo centro aparece un escudo partido, armado con corona de marqués y con aguila coronada, explayada y acolada.  En el de la diestra y sobre fondo de oro, pueden verse cinco hojas de sinople. En el de la siniestra, sobre fondo de oro, tres fajas probablemente de gules. Rodeando el motivo central, una greca tambien de aplicación con dos cintas serpenteantes entrelazadas adornadas con roleos en hilos entorchados.  
A lo largo del borde superior e inferior se han añadido,  posiblemente en época posterior, dos bandas de terciopelo estampillado con motivos de losanges con flores de lis inscritas, la inferior más ancha. Rematando el perímetro, un galón de seda verde e hilos dorados.  
Por el reverso, forro de tafetán de cáñamo.  
  
Forma juego con las piezas DE996B y DE997B.","Gold thread"
