"obj","museum","text","technique_group"
"http://data.silknow.org/object/299511bf-a177-35c2-913c-42d7f7b42489","http://data.silknow.org/graph/cer","Casulla de damasco berde con motivos vegetales en bordado de aplicación de un damasco bicolor. Los motivos estan perfilados por hilo metálico. La cenefa central es terciopelo verde con los motivos estampados mediante planchas metálicos, concidos como gofrados. El borde la casulla y la cenefa central con galón con galón de hilos metálico dorado y seda roja.","Damask"
"http://data.silknow.org/object/299511bf-a177-35c2-913c-42d7f7b42489","http://data.silknow.org/graph/cer","Vestimenta litúrgica exterior que utiliza el sacerdote para la celebración de la misa.","Damask"
"http://data.silknow.org/object/299511bf-a177-35c2-913c-42d7f7b42489","http://data.silknow.org/graph/cer","Edad Moderna","Damask"
"http://data.silknow.org/object/d522777c-6a5f-3c2d-863a-f42cdc4db377","http://data.silknow.org/graph/cer","Fragmento de casulla de damasco verde decorado con florones enmarcados por cintas de ajedrezado y coronas. Cenefa de terciopelo verde con escudo sobrepuesto en la parte inferior.","Damask"
"http://data.silknow.org/object/d522777c-6a5f-3c2d-863a-f42cdc4db377","http://data.silknow.org/graph/cer","Edad Moderna","Damask"
"http://data.silknow.org/object/906f4796-5b9f-35bd-b33e-e5be503a13d5","http://data.silknow.org/graph/cer","Edad Contemporánea","Satin (fabric)"
"http://data.silknow.org/object/906f4796-5b9f-35bd-b33e-e5be503a13d5","http://data.silknow.org/graph/cer","Cenefa enmarcada en tres de sus lados, y recortada en el otro lado. Sobre fondo de terciopelo verde, tres piñas similares, intercaladas con otros motivos vegetales.","Satin (fabric)"
"http://data.silknow.org/object/94952ca1-ad76-33a6-bc63-d8aeda3dd9ad","http://data.silknow.org/graph/cer","El collarín esta decorado con bordado de aplicación en raso de con vegetación estilizada, dispuestos simétricamente en tonos amarillos, sobre un fondo de terciopelo verde. Motivos perfilados con cordoncillo crema y ocre. Rematado con una tira estrecha de flecos verdes y amarillos. Tiene sujetador con fijador y borla de remate.","Satin (fabric)"
"http://data.silknow.org/object/94952ca1-ad76-33a6-bc63-d8aeda3dd9ad","http://data.silknow.org/graph/cer","Edad Moderna   Renacimiento","Satin (fabric)"
"http://data.silknow.org/object/60c4732a-ebb9-3738-b5d6-837a7cde7fda","http://data.silknow.org/graph/cer","Edad Media","Satin (fabric)"
"http://data.silknow.org/object/60c4732a-ebb9-3738-b5d6-837a7cde7fda","http://data.silknow.org/graph/cer","Frontal de altar dividido en tres partes en vertical, la central más ancha. Remarcadas por bandas delimitadas por sogueado. La parte central, se decora con roleos y flores de lis verdes sobre fondo de oro, en disposición simétrica; con escudo en la parte central superior. Las partes laterales presentan la decoración dispuesta en vertical, con los mismos motivos que en la parte central.","Satin (fabric)"
"http://data.silknow.org/object/f2bdbe41-e157-327a-8479-eb62e61051c9","http://data.silknow.org/graph/cer","Edad Moderna","Satin (fabric)"
"http://data.silknow.org/object/f2bdbe41-e157-327a-8479-eb62e61051c9","http://data.silknow.org/graph/cer","Dalmática en terciopelo picado verde con la técnica del ferronerie o decoración a reserva de la granada, piña de cardo o alcachofa. Se concentra en ocho paneles con bordados aplicados realizados con raso y tafetán en seda e hilos de seda: dos redropies o paneles rectangulares que se aplicaban a las faldas de la dalmática; dos bocamangas o paneles rectangulares de menor tamaño; dos collarejos o tiras que dibujan el cuello de la pieza; y dos jabastros, que penden de los hombros a manera de tirantes y llegaban hasta los redropies.","Satin (fabric)"
"http://data.silknow.org/object/5d7d4b32-4f54-3e02-a305-8dae64d26b61","http://data.silknow.org/graph/cer","Edad Moderna","Satin (fabric)"
"http://data.silknow.org/object/5d7d4b32-4f54-3e02-a305-8dae64d26b61","http://data.silknow.org/graph/cer","Fragmento de casulla en brocatel rojo decorado con jarrón con flores entre hojas lanceoladas y coronas. La cenefa central es de raso rojo con bordado de aplicación en raso amarillo y verde. Perfiles de cordón dorado.","Satin (fabric)"
"http://data.silknow.org/object/9dceb390-8242-3bd1-840c-9ce991363407","http://data.silknow.org/graph/cer","Bibliografía: Núñez Navarro, N., 2005: ""Indumentaria religiosa: Dalmática y casulla del siglo XVI"", pieza del mes (enero de 2005), Museo Nacional de Artes Decorativas.  
Paralelos: Otavski, K. y Abbas, M., 1995: Mittealterliche Textilien I. Ägypten, Persien un Mesopotamien, Spanien und Nordafrika, pp. 244-244, nº 142.","Satin (fabric)"
"http://data.silknow.org/object/9dceb390-8242-3bd1-840c-9ce991363407","http://data.silknow.org/graph/cer","Edad Moderna","Satin (fabric)"
"http://data.silknow.org/object/9dceb390-8242-3bd1-840c-9ce991363407","http://data.silknow.org/graph/cer","Casulla de seda realizada con técnica de lampazo o lampás, de influencia nazarí. Tejido decorado por una red de motivos vegetales, hojas lanceoladas y piñas, en verde, amarillo y blanco, sobre fondo rojo. Tejido decorado por una red de motivos vegetales, hojas lanceoladas y piñas, en verde, amarillo y blanco, sobre fondo rojo.  La decoración está organizada de manera simétrica formando un motivo infinito que recuerda a las decoraciones de los azulejos y yeserías nazaríes.  
La casulla, en forma de guitarra, está compuesta de varios fragmentos del mismo tejido, unidos de manera que se continúe la decoración. En el centro tiene un importante orfré bordado en seda e hilos metálicos dorados, de estilo renacentista.  
La importancia del tejido y su alta consideración se ve por el cuidadoso trabajo en unir los distintos fragmentos, algunos muy pequeños, pero de manera organizada sin romper la composición de la decoración. La reutilización de las sedas de esta etapa dice mucho de su valor como tejido de lujo.","Satin (fabric)"
"http://data.silknow.org/object/e3a10cea-d52f-3a55-b09b-7740a97c82ec","http://data.silknow.org/graph/cer","Edad Moderna","Satin (fabric)"
"http://data.silknow.org/object/e3a10cea-d52f-3a55-b09b-7740a97c82ec","http://data.silknow.org/graph/cer","Cenefa, posiblemente de una casulla, con decoración bordada en hilos metálico dorado y sedas de colores;  
La composición  decorativa son motivos vegetales con disposición ´a candelieri´ con aves fantásticas afrontadas a  los jarrones de los que perten los motivos vegetales. Algunas partes del bordado tienen cierto relleno para dar relieve. A ambos lados hay galones de hilos dorados.  
El tejido de raso conserva un orillo y tiene forro de lino.","Satin (fabric)"
"http://data.silknow.org/object/bf907d1f-d43f-3bfa-a28e-45678d6bcad1","http://data.silknow.org/graph/cer","Fragmento de cenefa, con motivo de jarrón central. En los extremos tiene añadidos dos fragmentos distintos de hojas de acanto. Pieza rematada con galón moderno.","Satin (fabric)"
"http://data.silknow.org/object/bf907d1f-d43f-3bfa-a28e-45678d6bcad1","http://data.silknow.org/graph/cer","Edad Moderna","Satin (fabric)"
"http://data.silknow.org/object/72179bb7-ab49-35f0-b0c4-e8218c32347c","http://data.silknow.org/graph/cer","Barroco   Escuela Sevillana   Renacimiento","Velvet"
"http://data.silknow.org/object/72179bb7-ab49-35f0-b0c4-e8218c32347c","http://data.silknow.org/graph/cer","La dalmática luce en el centro de su faldon, las imágenes de San Pedro y San Pablo dentro del que lleva asimismo escudos con las armas de los Fonseca. Las mangas de terciopelo carmesí con bordados sobrepuestos de temas renacentistas parecen proceder del reaprovechamiento de otras piezas, así como los óvalos con figuras de santas mártires insertas en capilletas, que parecen ser algo anteriores al resto del bordado, posiblemente de la segunda mitad del siglo XVII.","Velvet"
"http://data.silknow.org/object/72179bb7-ab49-35f0-b0c4-e8218c32347c","http://data.silknow.org/graph/cer","Esta dalmática forma parte de un terno compuesto de otra dalmática y casulla (CE0003T y CE0001T respectivamente), ésta última tambien con cenefa bordada y figuras de óvalos. Las tres piezas lucen dos magníficos modelos de brocados de tres altos, algo anteriores al bordado del terno.","Velvet"
"http://data.silknow.org/object/a35a473a-b946-3aab-abee-c12baba7c185","http://data.silknow.org/graph/cer","La dalmática luce en el centro de su faldon óvalos con las imágenes de San Juan Bautista y San Juan Evangelista, a cada lado del medallón, lleva escudos con las armas de los Fonseca. Las mangas de terciopelo carmesí con bordados sobrepuestos de temas renacentistas parecen proceder del reaprovechamiento de otras piezas, así como los óvalos con figuras de Santas Mártires insertas en capilletas, que parecen algo anteriores al resto del bordado, posiblemente de la segunda mitad del siglo XVII.  
Las guarniciones son de oro matizado, bordado sobre tisú  de oro. Las figuras de los santos están bordadas con ""punto de rajel"", excepto las encarnaciones que son de ""punto de matiz"".","Velvet"
"http://data.silknow.org/object/a35a473a-b946-3aab-abee-c12baba7c185","http://data.silknow.org/graph/cer","Barroco   Escuela Sevillana   Renacimiento","Velvet"
"http://data.silknow.org/object/a35a473a-b946-3aab-abee-c12baba7c185","http://data.silknow.org/graph/cer","Esta dalmática forma parte de un terno compuesto por otra dalmática y casulla, ésta tambien con cenefa bordads y figuras de óvalos. Las tres piezas lucen dos magníficos modelos de brocados de tres altos, algo anteriores al bordado del terno.","Velvet"
"http://data.silknow.org/object/e68c05c5-22d7-361e-b6ac-62e39fa49b2a","http://data.silknow.org/graph/cer","Cuero rectangular entre franjas sogueadas y sobre un fondo ajedrezado se representa una quimera sobre un fondo negro. Soporte rectangular, de mayor tamaño, de tercipelo y madera.","Velvet"
"http://data.silknow.org/object/e68c05c5-22d7-361e-b6ac-62e39fa49b2a","http://data.silknow.org/graph/cer","Edad Moderna","Velvet"
"http://data.silknow.org/object/82eb7488-e67c-3bdc-8cd4-9caadb341bbd","http://data.silknow.org/graph/cer","Edad Moderna","Velvet"
"http://data.silknow.org/object/82eb7488-e67c-3bdc-8cd4-9caadb341bbd","http://data.silknow.org/graph/cer","Sillón de madera y terciopelo al aire para asiento y respaldo, fijos por medio de clavos ovoidales, respaldo con bordado, chambrana delantero decorada.","Velvet"
"http://data.silknow.org/object/540c3b7a-9bf8-30e5-963e-00e78022eb21","http://data.silknow.org/graph/cer","Tejido rectangular con fondo en color y decoración a base de capullos de flor en color verde.","Velvet"
"http://data.silknow.org/object/540c3b7a-9bf8-30e5-963e-00e78022eb21","http://data.silknow.org/graph/cer","Edad Moderna","Velvet"
"http://data.silknow.org/object/bec3fc6a-feea-3014-b83e-ec4df43e0cb8","http://data.silknow.org/graph/cer","Los grandes cojines jugaban un papel importante en las casas turcas. Este tipo de fundas tenían el anverso tejio en terciopelo de seda, como es este caso. este tipo de tejidos fueron exportados a partir del siglo XVIII a Europa.  
 El Victoria & Albert Museum cuenta con una pieza muy similar datada un poco más tardía que la nuestra (inv. 4061-1856)","Velvet"
"http://data.silknow.org/object/bec3fc6a-feea-3014-b83e-ec4df43e0cb8","http://data.silknow.org/graph/cer","Edad Moderna","Velvet"
"http://data.silknow.org/object/bec3fc6a-feea-3014-b83e-ec4df43e0cb8","http://data.silknow.org/graph/cer","Funda de cojín en terciopelo de seda decorada con un motivo central de estrella de ocho puntos encerrado en un motivo poligonal bordeado de rosetones. Tiene dos bandas de flores, la primera  de rosetones y la segunda de tulipanes.  
Este tipo de cojín de gran tamaño era típico de las casas turcas. El principal centro de este tipo de manufacturas textiles era Bursa, en este caso se trataría de un terciopelo de la primera mitad del siglo XVII.  
Los grandes cojines jugaban un papel importante en las casas turcas. Este tipo de fundas tenían el anverso tejio en terciopleo de seda, como es este caso. este tipo de tejidos fueron exportados a partir del siglo XVIII a Europa.","Velvet"
"http://data.silknow.org/object/2073cb5b-fd33-35d0-959c-a3a630c588b0","http://data.silknow.org/graph/cer","Renacimiento","Velvet"
"http://data.silknow.org/object/2073cb5b-fd33-35d0-959c-a3a630c588b0","http://data.silknow.org/graph/cer","Cenefa, perteneciente a la espalda de una casulla litúrgica.  
El terciopelo de seda verde  de dos alturas esta decorado con hojas y tallos dispuestos simétricamente a ambos lados de un eje central, tipo ´a candelieri´.  
Esta decoración está  bordada con sedas de colores y perfiladas con hilo metálico de plata dorada y cordón de seda.  
Pieza similar al número de inventario 1246, que se corresponde con el bordado de la parte delantera de la casulla.","Velvet"
"http://data.silknow.org/object/299511bf-a177-35c2-913c-42d7f7b42489","http://data.silknow.org/graph/cer","Casulla de damasco berde con motivos vegetales en bordado de aplicación de un damasco bicolor. Los motivos estan perfilados por hilo metálico. La cenefa central es terciopelo verde con los motivos estampados mediante planchas metálicos, concidos como gofrados. El borde la casulla y la cenefa central con galón con galón de hilos metálico dorado y seda roja.","Velvet"
"http://data.silknow.org/object/299511bf-a177-35c2-913c-42d7f7b42489","http://data.silknow.org/graph/cer","Vestimenta litúrgica exterior que utiliza el sacerdote para la celebración de la misa.","Velvet"
"http://data.silknow.org/object/299511bf-a177-35c2-913c-42d7f7b42489","http://data.silknow.org/graph/cer","Edad Moderna","Velvet"
"http://data.silknow.org/object/c0e71a1f-5272-398a-9647-97d47426dd55","http://data.silknow.org/graph/cer","Renacimiento","Velvet"
"http://data.silknow.org/object/c0e71a1f-5272-398a-9647-97d47426dd55","http://data.silknow.org/graph/cer","Cenefa  de terciopelo decorada con tres medallones con distintas figuras: Virgen con Niño, un santo sentado y otro de pie que podría ser San Esteban. Alredeor de los medallones aparecen grifos, con angelotes y guirnaldas. El tipo de decoración es a condelieri.","Velvet"
"http://data.silknow.org/object/c0e71a1f-5272-398a-9647-97d47426dd55","http://data.silknow.org/graph/cer","Posiblemente perteneció a una casulla","Velvet"
"http://data.silknow.org/object/906f4796-5b9f-35bd-b33e-e5be503a13d5","http://data.silknow.org/graph/cer","Edad Contemporánea","Velvet"
"http://data.silknow.org/object/906f4796-5b9f-35bd-b33e-e5be503a13d5","http://data.silknow.org/graph/cer","Cenefa enmarcada en tres de sus lados, y recortada en el otro lado. Sobre fondo de terciopelo verde, tres piñas similares, intercaladas con otros motivos vegetales.","Velvet"
"http://data.silknow.org/object/d522777c-6a5f-3c2d-863a-f42cdc4db377","http://data.silknow.org/graph/cer","Fragmento de casulla de damasco verde decorado con florones enmarcados por cintas de ajedrezado y coronas. Cenefa de terciopelo verde con escudo sobrepuesto en la parte inferior.","Velvet"
"http://data.silknow.org/object/d522777c-6a5f-3c2d-863a-f42cdc4db377","http://data.silknow.org/graph/cer","Edad Moderna","Velvet"
"http://data.silknow.org/object/94952ca1-ad76-33a6-bc63-d8aeda3dd9ad","http://data.silknow.org/graph/cer","El collarín esta decorado con bordado de aplicación en raso de con vegetación estilizada, dispuestos simétricamente en tonos amarillos, sobre un fondo de terciopelo verde. Motivos perfilados con cordoncillo crema y ocre. Rematado con una tira estrecha de flecos verdes y amarillos. Tiene sujetador con fijador y borla de remate.","Velvet"
"http://data.silknow.org/object/94952ca1-ad76-33a6-bc63-d8aeda3dd9ad","http://data.silknow.org/graph/cer","Edad Moderna   Renacimiento","Velvet"
"http://data.silknow.org/object/0da21dfd-98ce-3ff2-b1a3-cd441794454c","http://data.silknow.org/graph/cer","Edad Moderna","Velvet"
"http://data.silknow.org/object/0da21dfd-98ce-3ff2-b1a3-cd441794454c","http://data.silknow.org/graph/cer","Fragmento de cenefa en terciopelo verde decorado con roleos y hojas de acanto mediante bordados de aplicación. Los motivos tenían hilos metálicos, que casi han desaparecido..","Velvet"
"http://data.silknow.org/object/f2bdbe41-e157-327a-8479-eb62e61051c9","http://data.silknow.org/graph/cer","Edad Moderna","Velvet"
"http://data.silknow.org/object/f2bdbe41-e157-327a-8479-eb62e61051c9","http://data.silknow.org/graph/cer","Dalmática en terciopelo picado verde con la técnica del ferronerie o decoración a reserva de la granada, piña de cardo o alcachofa. Se concentra en ocho paneles con bordados aplicados realizados con raso y tafetán en seda e hilos de seda: dos redropies o paneles rectangulares que se aplicaban a las faldas de la dalmática; dos bocamangas o paneles rectangulares de menor tamaño; dos collarejos o tiras que dibujan el cuello de la pieza; y dos jabastros, que penden de los hombros a manera de tirantes y llegaban hasta los redropies.","Velvet"
"http://data.silknow.org/object/ad07ea1f-6b8a-3620-91e2-5ae1eaf490cc","http://data.silknow.org/graph/cer","Casulla de terciopelo rojo con decoración de piñas o alcachofas entre tallos sinuosos, decorada con una cenefa en terciopelo azul con la misma decoración. Detalles de anillados en las piñas.","Velvet"
"http://data.silknow.org/object/ad07ea1f-6b8a-3620-91e2-5ae1eaf490cc","http://data.silknow.org/graph/cer","Edad Moderna   Renacimiento","Velvet"
"http://data.silknow.org/object/1bb32594-cc61-33b3-8126-d3b6854d9ded","http://data.silknow.org/graph/cer","Edad Moderna","Velvet"
"http://data.silknow.org/object/1bb32594-cc61-33b3-8126-d3b6854d9ded","http://data.silknow.org/graph/cer","Cenefa de casulla en terciopelo rojo con bordado de imaginaría. La decoración está compartimentada en tres cuerpos, cada uno con un medallón decorado con una figura masculina. La primera de medio cuerpo bendiciendo; la segunda un joven de pie con túnica azul y manto marrón, en un paisaje con un río o el mar al fondo; el tercero San Andrés Apostol con túnica verde y manto marrón sujetando el aspa.  
La compartimentación de la decoración se hace mediante un ancho galón de hilos metálicos dorados.","Velvet"
"http://data.silknow.org/object/8d15498b-c7b5-3390-b0dd-59a2f825b482","http://data.silknow.org/graph/cer","Barroco   Escuela Sevillana","Embroidery"
"http://data.silknow.org/object/8d15498b-c7b5-3390-b0dd-59a2f825b482","http://data.silknow.org/graph/cer","El museo conserva este terno de la primera mitad del siglo XVII compuesto de una casulla y dos dalmáticas. Las tres piezas llevan dos espléndidos modelos de brocados en tres altos, algo anteriores al resto del bordado. Este consiste en guarniciones de oro matizado sobre tisú de oro de rajel, excepto la encarnación, que es de punto de matiz.  
En la casulla están representadas, en su anverso, las imágenes de San Lorenzo y San Francisco y en su reverso, la Virgen con el Niño Jesús y dos figuras de santos, al pie de las cuales lleva el escudo con las armas de los Fonseca.","Embroidery"
"http://data.silknow.org/object/8d15498b-c7b5-3390-b0dd-59a2f825b482","http://data.silknow.org/graph/cer","Esta casulla forma parte de un terno compuesto de dos dalmáticas. Las tres piezas lucen dos magníficos modelos de brocados de tres altos, algo anteriores al bordado del terno.","Embroidery"
"http://data.silknow.org/object/72179bb7-ab49-35f0-b0c4-e8218c32347c","http://data.silknow.org/graph/cer","Barroco   Escuela Sevillana   Renacimiento","Embroidery"
"http://data.silknow.org/object/72179bb7-ab49-35f0-b0c4-e8218c32347c","http://data.silknow.org/graph/cer","La dalmática luce en el centro de su faldon, las imágenes de San Pedro y San Pablo dentro del que lleva asimismo escudos con las armas de los Fonseca. Las mangas de terciopelo carmesí con bordados sobrepuestos de temas renacentistas parecen proceder del reaprovechamiento de otras piezas, así como los óvalos con figuras de santas mártires insertas en capilletas, que parecen ser algo anteriores al resto del bordado, posiblemente de la segunda mitad del siglo XVII.","Embroidery"
"http://data.silknow.org/object/72179bb7-ab49-35f0-b0c4-e8218c32347c","http://data.silknow.org/graph/cer","Esta dalmática forma parte de un terno compuesto de otra dalmática y casulla (CE0003T y CE0001T respectivamente), ésta última tambien con cenefa bordada y figuras de óvalos. Las tres piezas lucen dos magníficos modelos de brocados de tres altos, algo anteriores al bordado del terno.","Embroidery"
