text,Label
"1931 Description: Panel of cotton loom embroidered in coloured cottons.  The ground is white cotton woven with a pattern of horizontal rows of conventional birds in various sizes, in red and yellow.  The panel is in two pieces joined down the centre with braid stitch in red and yellow and the birds on either side face each other.  The upper hem is buttonhole stitched in red cotton; the lower hem has double running stitching in red.  At two corners there is a tassel of mauve and yellow silk.  A similar piece is illustrated in  A P Maudslay's 'A Glimpse At Guatemala', 1899.\n\n1975 Desription: A man's tzute from Chichicastenango.  The man's headcloth is an old style one - they are now woven in red cotton.  Because the men's costume from this village is so spectacular, there are many illustrations in all the books mentioned in the other catalogue entries. These show how it is worn. \nThe figures are not all birds - they are mostly animals.  This piece has a warp-faced plainweave white cotton ground.  The pattern is worked in double-faced brocading (also known as laid-in, loom embroidery etc).  Several pattern yarns are used together in each pick to give the design a thick quality.  The tzute is composed of two pieces woven on a backstrap loom and therefore with four selvedges.  there is an embrodiered seam (randa) down the centre.  \n\nTechnical Details (1995)\nThe red cotton is dyed with Alizarin, which was patented in Britain and Germany in 1871, and the purple floss silk with cochineal (Carlsen and Wenger, undertaken 1988, published 1991).\nWarp faced plainweave.\nWarp: 60 threads per inch; white cotton; Z-spun, unplied.\nweft: 28 threads per inch; white coton; Z-spun, unplied.\nLower Edge: appears to have been cut; rolled under and towards the back, secured with red cotton forming a zigzag, except for some blanket stitch at the right hand end.\nUpper Edge: appears to have been cut; rolled under and towards the back, secured with red cotton in blanket sttich.\nBrocading: number ofdifferent types/colours of thread = 4. The brocading threads usually begin with a knot on the back of the fabric; they are loosely plied threads which often fall into separate threads making them appear unplied. Red cotton (Z3S); orange cotton (Z4S); green cotton (Z4S), purple floss silk.\nRanda: the two panels are joined edge-to-edge with blocks of red and faded orange cotton giving the effect of buttonhole stitch.\nTassels: one tassel attached to the upper and one to the lower left hand corners; each is (faded) purple floss silk and each is about 6"" long.\nDesign: the figures in both panels face the randa.",tabby
"Servilleta of brocaded cotton with cotton and silk, Guatemala, 1875-1890",tabby
"Servilleta of warp-faced plain weave cotton, and brocaded with cotton and silk.\n\n1931 Description: Panel of cotton; loom embroidered in coloured cottons.  The panel is in two equal pieces joined together with braid-stitching in red and yellow cotton. Each half is bordered at either side with woven stripes of brown, red, blue and yellow. Each half has in the centre a conventional double-headed eagle and above this, in the left half are conventionalised figures on horseback, below it are two geometrical medallions, all in red, yellow and blue.  The right half has, above the central patterns, four birds and, below it, two figures of horseback.  The panel has double-turning stitch in red and yellow cotton at the top, and buttonhole stitch in red at the lower edge.  The left hand half of the panel is illustrated in Maudslay's 'A Glimpse at Guatemala' p.42.\n\n1975 Description: Women's old style servilleta from Chichicastenango.  This piece would have been used by women - to carry food, wrap money in, carry candles, incense etc..  A similar piece is illustrated in L M O'Neale's 'Textiles of Highland Guatemala' (1945 fig. 110b).\nWarp faced white cotton plain weave with coloured stripes at the edges of both pieces.  The light brown stripes are woven with the undyed, natural brown cotton known as Cuyuscate or Ixaco (Gossypium Mexicanum).  The design is done in double-faced brocading technique (known also as loom embroidery, laid-in etc), done with several pattern yarns used together in one pick, making the design stand out thickly from the groundcloth. The servilleta is made from two pieces of equal size woven on a backstrap loom, therefore with 4 selvedges each.  The embroidered seam is called a randa.\n\nTechnical Details (1995):\nA narrow cotton sleeve has been applied on the back along the top and bottom edges (By the Maudslays? For display?); this was remove in 1995 but has left slight marks.\nWarp-faced plain weave.\nWarp: 54 threads per inch.  White, brown, dark blue, orange, red and black cotton arranged to form stripes; all are Z-spun, unplied; single threads of dark blue, brown and black per shed; 2 parallel threads of red and orange per shed; single threads of white cotton are used except in a stripe to the left of the right hand panel and to the right of the left hand panel where 2 parallel threads are used per shed.\nWeft: 25 threads per inch.  White cotton, Z-spun, unplied.  There are three bands of brown cotton weft (Z-spun, unplied) at both lower and upper ends.\nLower Edge: uncut but rolled under and towards the front and secured with red cotton blanket stitch,\nUpper Edge: cut, rolled under and towards the front and secured with red and orange cotton forming a zigzag.\nBoth panels were woven together, cut and then joined side-by-side.\nBrocading: number of different types/colours of thread = 6. Red cotton (Z6S), orange cotton (Z6S), yellow cotton (Z6S), yellow floss silk (faded to cream - probably 2 parallel threads per shed), dark blue cotton (Z3S), brown cotton (Z3S).  The cotton threads are loosely plied and often fall into parallel threads.\nRanda: pieces joined together edge-to-edge with blocks of red and orange cotton giving the effect of a buttonhole stitch.\nDesign: in both panels the animals face away from the central seam.",tabby
"<i>Fukusa</i>, green plain weave wool with embroidery in white silk thread, Japan, Edo period, late 18th century",tabby
"<i>Fukusa</i> of green plain weave woollen fabric, embroidered in white silk with a crest of crossed oak leaves.",tabby
"Coat of embroidered silk damask for a Mandarin's wife, China, early 19th century",tabby
"Coat of dark blue plain weave silk damask, for a Mandarin's wife. The ground is self-patterned with butterflies, chrysanthemums and peonies. The main body of the coat is embroidered in coloured floss silks in satin stitch, long and short stitch, and gold thread in couched work and shows five-clawed dragons chasing pearls among coloured clouds. There are also smaller motifs scattered on the garment. These are: many different species of bird, bats, flowers and sacred objects.\n\nThe coat also bears the attributes of a fourth rank civil Mandarin (a flying duck) in panels on the breast and in the middle of the back. These rank badges are not applied onto the coat but directly embroidered onto the garment's ground. At the hem are the stripes design of standing water (<i>lishui</i>) and the sacred mountains appearing amid the waves.\n\nThe coat is front fastening with five flat gilt buttons. It has long and wide sleeves with straight cuffs, a small stand-up collar, and short slits at the sides. All the borders (neck, opening flap, cuffs, hem and side slits) are edged with a narrow, bias-cut black satin band. Above the side slits, the trim follows the shape of a <i>ruyitou</i> (scroll).\n\nThe garment has a coral pink silk plain weave lining.",tabby
"Length, black plain weave silk with silk embroidery of orchids, China, late 19th century",tabby
Length of embroidered black plain weave silk with orchid motifs. Chinese robe not made up.,tabby
"This fabric called 'gulbadan', or rose body, is all silk with the additional  feature of a woven trellis pattern added in silver-wrapped thread. 'Gulbadans' are in general light in weight and often used for women's garments. The piece bears an original label in English that read 'Gulbadan Bangali Zurad by Sajumian'.",tabby
"Pink silk woven with straw splints, with leaves of flannel, 1830-60, England",tabby
"Needle book of pink silk woven with straw splints, edged with pink silk. Containing four leaves of flannel, with scalloped edges trimmed with pink silk buttonhole stitching. Missing ribbon ties.",tabby
"Woman's robe, embroidery on gauze-banded plain weave silk, China, Qing dynasty, late 17th-18th century.",tabby
"This red embroidered woman's robe is made from a rich red silk  and features horizontal bands of fruiting pomegranates in gauze weave running across the fabric at widely-spaced intervals. The design is embroidered in very soft floss silk and gold-wrapped thread.\nLady's robe, embroidered with phoenix, peacocks, branches of peaches, pomegranate, cranes, horse dragons etc. Embroidered in white, yellow, pink, green and blue silks and gold thread in satin and Peking stitches and couched work on red silk. Collar and cuffs of black satin embroidered with a flower trail worked in satin stitch with blue and white silks. Additional cuffs of white gauze embroidered with design of flowers and fish in blue, red, pink, green and yellow silks in satin stitch. Lined with blue figured silk.",tabby
"Hanging, plain weave cotton, embroidered with an eagle carrying off a shishi (mythical lion) cub with scared moneys below, Japan, 1860-1895. Tex, Japan, embroidery",tabby
"Large hanging of plain weave cotton entirely covered with an embroidered scene, in silk and metallice threads, showing an eagle carrying away the cub of a shishi (mythical lion), while below two monkeys try to pull another to safety.",tabby
"Dress fabric of double tabby woven silk, Spitalfields, London, ca. 1733",tabby
"Dress fabric of woven silk. The silk is woven with the pattern of a sinuous tree trunk from which hangs an opening but stylised pomegranate. A large flower with leaves grows between each fruit. The ground is green, the tree trunk and leaves are white and the fruit, flowers and other details are crimson, salmon pink, raspberry pink and pale green, There are two repeats in the width.\n\nDouble tabby - two warps and two wefts, both bound in tabby, one green and one white, with the green forming the ground and the white the tree trunk and leaves. The proportion of each is 1:1. A proportion of the threads from each warp (every fourth thread and every alternate shoot) is used to bind the pattern in 3/1 twill. The coloured pattern wefts are woven in changes i.e., crimson, salmon pink and green as required by the pattern. Only one pattern weft is used at a time. Selvages are 0.25 inch tabby with two faint stripes.",tabby
Pair of doll's garters made of two pink tabby silk ribbons tied around each knee to hold the stockings up.,tabby
"Two halves of a Chin woman's blouse from Rakhine (Arracan) State, Burma. Black cotton with geometric patterns in yellow silk thread supplementary weave. c. 1855.",tabby
"To reform the blouse the two parallel rectangular lengths of cloth would be sewn together with holes left for the head, arms and front opening. Said to be traditionally sewn on the back and left open in front. Latterly for the sake of modesty the front was pinned.\n\nBlack ground with an elaborate band of yellow silk thread geometric patterns in a supplementary weave across the chest and back. This band is bisected by a  narrow row of stripes of yellow silk thread over each shoulder and down the front and back. Further decorated with yellow silk thread supplementary weave on the weft edges.",tabby
"Sample of brocaded and enamelled silk, possibly made by Jane Clarke, Spitalfields, ca. 1851",tabby
Sample of brocaded and enamelled silk. With a white ground woven in tabby and covered with gold baskets filled with green enamel shamrocks enriched with a textured silver strip. The gold thread is brocaded and the green silk and silver strip are pattern wefts. There is no complete repeat in the length of the design. The top three inches of the silk are without a design.,tabby
"Brisé fan, painted plain weave silk (taffeta) cut in shape of feathers with horn sticks, probably Netherlands, 1820-1840",tabby
"Brisé fan, with leaf composed of painted plain weave silk (taffeta) segments shaped as feathers. The sticks are of horn, from an unidentified animal.",tabby
"Handkerchief of printed silk satin. With details of the races for the Spring Meeting of Shanghai Races printed in blue on white satin. The programme of the meeting is dated Tuesday 1st May, 1860. There is a narrow decorative border around the programme, and below are the list of races, the horses and jockeys.",satin
"Stage coat of green satin worn in private court theatre performances at the Meleto Castle, Tuscany, ca. 1750.",satin
"Stage coat worn in private court theatre performances at the Meleto Castle, Tuscany, ca. 1750. Green silk satin edge to edge frock coat decorated with metallic braid 'military' trim on front edges and metallic braid at hem and sleeve cuffs. The coat fastens with a row of covered buttons and thread loops. It is lined throughout with black wool, though this lining may be a later addition.",satin
"Corset style bodice of crimson silk satin, embroidered with gold metallic braid, cord and spangles in a floral design. Part of a costume possibly worn by Clarice Conroy as Aladdin or Sinbad, ca.1890",satin
"Corset style bodice of crimson satin, decorated with appliqued gold metallic braid and gold spangles in a stylised floral design. The bodice fits closely to the figure and is stiffened with boning. It fastens at the rear with lacing and metal hooks. This rear fastening is faced with suede, and the boning is covered with cotton, but the bodice is not lined. It has 'cut-out' style cap sleeves and extends into a point at the centre front. The bodice is decorated at the bust, neckline and hem with gold metallic braid, hanging tassels and passementerie.",satin
"Cushion cover of pattern woven yellow satin and silk. In the centre, a frontal, five-clawed dragon chasing a flaming pearl amid clouds, bats, and leafy scrolls; above the dragon's head is a circular form of the character <i>shou</i> (longevity); below the dragon are rocks and waves, all inside an oblong compartment with an undulating outline at the upper end. Outside the compartment are further five-clawed dragons pursuing flaming pearls, amid bats and floral scrolls.",satin
"Length of dark blue satin for a chair cover, embroidered in colours and gold, made in China, 18th-19th century.",satin
"Length for a chair cover; dark blue satin embroidered in coloured silks and gold thread with flowers and fruit, a mythical scales beast and the Chinese character for 'long life'.",satin
"Scroll of buff coloured satin embroidered with coloured silks in long and short, satin and stem stitches. \n\nIt depicts a crane perched on one leg on a tree stump with flowering peonies below.\n\nThe scroll is mounted on white figured silk paper as a hanging scroll.",satin
"Panel, satin silk embroidered with coloured silks, made in Guangzhou, Macau or Philippines, China, Qing dynasty, 1700-1825",satin
"Panel, a picture of St Sebastian tied to a tree and pierced with arrows; red silk satin embroidered with coloured silks.",satin
"Bedcover of cherry-coloured satin weave silk, embroidered in colours and couched gold threads with scroll foliage; in the centre a crowned double-headed bird.",satin
Rectangular embroidered silk satin panel. Golden-yellow satin heavily embroidered with gold thread and coloured silks mainly inlaid and couched work and split stitch. Round the border is the wave pattern found round the hems of Chinese Court robes. The centre of the panel is occupied by a five-clawed dragon encircling a sacred pearl. Converging on the centre from all sides are eight dragons.,satin
"Birthday hanging, satin weave silk with metallic foil and applied painted faces, China, 1850-1888",satin
"Birthday hanging of crimson satin weave silk, with four of the Eight Immortals along its length in gold foil, each figure having an applied painted face. An inscription runs down the left side, and the whole is bordered with silk brocade.",satin
"Festival hanging, red embroidered silk, China, Qing dynasty, ca. 1740 to 1820",satin
"Panel used as a hanging on the Women's Festival Day, embroidered with ladies on a red satin ground.",satin
"Embroidered satin banner, China, possibly made in 19th century or 1947",satin
"Banner for a celebration for the head of a timber firm. Red satin embroidered with couched silver-gilt thread and blue silk cord, with applied blue and white satin, glass discs and downy feathers. \n\nBanner made of three parts. A central panel with fringe of multi-coloured tassels at hem and two legs at side. In the centre two characters meaning Commander, in blue, in a shaped medallion. Red satin ground with heavily couched work, applied coloured fabrics, mirror and patches of fur. On the central panel are embroidered two beast possibly leopard and two birds, peacocks and flowers. The embroideries are in satin stitch. Beneath the lining (now unsewn) one can see a hand brush painting of three figures, an old man riding a horse and two assistants. At the top a narrow panel of green satin, with similar border on three sides. Bottom decorated with a knotted fringe and tassels of silks.",satin
"Bedcover, satin weave silk embroidered with coloured silks and metal thread, China, Qing dynasty, 1720-1790.",satin
"Bedcover or bedspread. White satin silk embroidered with twisted silks in satin stitch. The central motif features two 'lion-dogs' chasing a ball, surrounding by flowers, birds and fruit.  There is a European, white 'bobble' eddging all around. This cover is for the European market.",satin
"Burse for the State Seal of embroidered velvet and satin, made in England, 1558-1603.",satin
"Burse for the State Seal, front of a rectangular burse. Dark red velvet with applied motifs of canvas, partly covered with red and blue satin, and embroidered with silver and silver-gilt purl, wire, strip and thread, and with some coloured silk thread, spangles and black beads. Laid and couched work over padding. Additional details in couched metal thread, spangles and purl worked directly onto the velvet ground. Within a narrow border containing stylised flower heads linked by curving leaves, a royal shield of arms for England with the initials 'E R' (Elizabeth Regina) below and a stylised Tudor rose between the two letters. Shield of arms quarterly for France, 1st and 4th azure, 3 fleurs-de-lys or 2nd and 3rd gules, 3 lions passant-gardent or (for England) supported by a lion and a wyvern. Above is a large crown.",satin
"Ivory satin bedcover with embroidered decoration, China, 18th century.",satin
Pair of ladies' shoes of green leather with cut-out decoration on vamp.,satin
"Pair of ladies' shoes of green leather uppers with pointy toes and v-shaped throat. Seamed quarters covered by cream coloured silk tape which also edges the opening. The vamp of the uppers have cut outs revealing tambour embroidered cream silk satin, in green, yellow, pale pink, pink and cream. The shoes are lined with linen and heels covered in white leather.",satin
"Embroidered Workbox, edged with lacquered wood, English, 1660-1690",satin
"Rectangular workbox decorated with panels of embroidery and laid work. \n\n<b>Decoration</b>\nPanels of satin edged with lacquer imitating tortoiseshell. Panels are worked in coloured silk thread, metal purl and beads. \n\nOn the lid, in the centre, a lady in a red dress and blue stole sits, holding a basket of fruit and a tulip, between an acorn-tree with a squirrel and a green leafy tree. She may be the personification of Taste or Smell. Below this scene is fish-pond. On the left hand side of the panel, from top to bottom, are a house with mica windows, a caterpillar, a gaily-coloured parrot in a cherry-tree, a unicorn and a tulip. On the right hand side are a castle with mica windows, a snail, a bird on a branch bearing leaves and fruit, a ladybird and a stag between two flowers. The four sides of the casket are decorated with panels of laid work in a geometrical design of flowers and fruit.\n\n The casket is lined with padded pink silk. Inside the lid is a mirror surrounded by a stuck-on design of narrow silver braid. Behind the mirror is a piece of marbled paper, which is also used on the exterior base of the box.\n\n<b>Construction</b>\nRectangular workbox comprised of panels edged with imitation lacquer. The lid hinges open to reveal interior.",satin
"Short-sleeved ball gown comprising of an underdress of silk satin and an overdress of machine-made silk net embroidered with metal and trimmed with blonde bobbin lace.\n\nThe dress has a low oval neckline, puffed short sleeves, a wedge shaped front bodice panel and a medium high waist. The skirt has a central front panel, wedge shaped panels and the centre back panels are tightly gathered at the waist. The lining is padded at the hem with a frill of blond stitched to cover. It fastens with a tape at the neck and hooks at the centre back.",satin
"A woman's picadil, 1600-15, English, ivory satin over pasteboard",satin
"The supportasse is made of moulded pasteboard, cut in a U-shape and shaped underneath to fit the neck.  The underside at the back has two unworked holes.  The upper inside edge is padded lightly and the whole covered with ivory-coloured satin.  Around the outer edge, the satin has been cut and sewn in strips to fit the curving shape.  The underside is bound with narrow ivory-coloured grosgrain ribbon.",satin
"Wooden jewellery case covered with embroidered silk with coloured silks, metal purl and glass beads, made by Martha Edlin, England, dated 1673",satin
"Wooden jewellery case covered with embroidered silk with coloured silks, metal purl and glass beads. Takes the form of a recessed compartment with a padded hinged lid with a tiny lifting ring, and a wide flat surrounding frame, and it stands on four feet. The inside of the case is lined with pink silk and fitted out with slots for jewellery along one side. The outside top surface is covered with white silk satin embroidered with coloured silks and glass beads.\n\nOn the lid, surrounded by an oval wreath formed by silk-wrapped leaves of parchment, is a cockatrice in a tree, with flowers around, and worked in glass beads. Outside the wreath are flowers and a leopard worked in silks in tent and rococo stitches, with the name 'Martha Edlin' above and the date '1673' below. On the frame surrounding the lid are birds and flowering plants worked in beads.\n\nThe corners of the frame rest on four round wooden feet. The underside is lined with marbled paper. The edges and seams are covered with silver braid.",satin
"Embroidered silk pin cushion, made by Martha Edlin, England, 1670-1680",satin
"Embroidered pin cushion in rectangular shape. The front is of white satin embroidered in coloured silks in a design of flowers, a double-headed bird and the initials 'ME'. The back is covered in dark blue satin. The edges are bound with a plaited cord of blue silk and silver thread.",satin
"Casket composed of panels of satin embroidered with silks and metal thread, and mounted on wood, embroidered by Martha Edlin, England, 1671",satin
"Casket composed of panels of white satin embroidered with coloured silks and metal thread, and mounted on a wooden base. In three main sections, the lid and the upper body both open on hinges from the lower body.\n\nThe flat lid is embroidered outside with the figure of Music dressed as a fashionable lady playing a lute, with representations of the four elements - air, fire, earth and water - in the four corners. There are areas of raised work and applied pearls. The edge of the lid is embroidered with a small geometric pattern in laid floss silks.\n\nThe upper body is covered with four sloping panels embroidered with animals taken from pattern books (the lion and unicorn, hare and hound, leopard and camel, and elephant and deer) above a row of squares worked with laid floss silks in geometric patterns with flowers and birds. The initials 'ME' are applied in pearls at the centre of the sloping front.\nThe front and sides of the lower body are embroidered with the seven virtues - Faith, Hope and Charity, Justice and Temperance, and Fortitude and Prudence. The back has a squirrel between two birds.\n\nThe stitches used include satin, back, rococo and tent stitch.\n\nThe inside of the lid is lined with padded pink silk. When open, it reveals a tray lined with a section of a print showing the story of David and Goliath, and with mirrors lining the edges and small plaster pillars. The tray lifts out to expose a compartment lined with marbled paper underneath it.\n\nThe inside of the upper body has a removable mirror in its lid, and with an area of padded pink silk on either side. Raising the upper body reveals a tray lined with padded pink silk. To the right hand side are a glass bottle with a metal lid, a box faced with pink plush which when lifted out reveals a secret drawer inside, and a section with slots for rings which has a secret drawer underneath. This whole tray lifts out to expose the bottom area of the casket lined with padded pink silk. All the undersurfaces of the trays and drawers are covered with marbled paper.\n\nThe casket stands on four wooden feet. It has keyholes in the upper and lower fronts. It is trimmed between the panels and at the edges with silver braid.",satin
"A woman's sack and petticoat, 1775-80, English, ivory satin tamboured with coloured floral motifs, 1770s, English; altered 1870-1910",satin
"A woman's sack and petticoat of ivory satin, tamboured in a floral trail and floral motifs in shades of green, yellow, pink, green and blue.  The sack is open at the front with shaped, elbow-length sleeves.  The bodice meets at centre front.  There are two, double box pleats at the back.  The sack is made of 3 widths of satin, with 2 partial panels and a triangular gore on each side of the front.  The skirt is flat-pleated into the waist seam that runs from the front edge to the bodice side back seam.  There are pocket openings in one of the side seams.  The hem is faced with a deep band of white silk taffeta.\n\nThe petticoat is made of 5 widths of satin, with a box pleat at centre front and flat pleats at the sides.  The hem is faced with a deep band of white silk taffeta.\n\nThe ensemble has been extensively altered for fancy dress in the late 19th century.  The sack neckline has been raised at the front with piecing.  One side of each pleat at the back was opened to adjust for size.  The  original linen lining was removed and the bodice and sleeves were relined with white silk twill with added boning and front lacing bands.  Cuffs were added to the sleeves.  A narrow black velvet ribbon was added to the front edges of the skirt, the bodice front edges and the cuffs, with a large bow at the centre front neckline.  Ruffles of 19th century bobbin lace were sewn to the sleeve openings and the neckline.  The original waist bindings of the petticoat were removed and an additional panel of white satin and line was added at the back.  A waistband of white satin was added, with a new configuration of pleating at the back.  Crescent-shaped hip pads were added at the waistline on each side.",satin
"Patchwork quilt, embroidered and made by Mrs Fanny Stirling, the Victorian actress, from pieces of her stage costumes.  Once owned by Lilian Baylis and used by Laurence Olivier in 1937.",satin
"Large, rectangular, English paper pieced quilt made from scraps of silk. The quilt centres around a repeated eight pointed star pattern. These stars are linked with squares of fabric hand embroidered with a border of herringbon stitches.\n\nThe quilt is faced with a panel of a red wool blend fabric and backed with a large panel of bottle green wool. The border of this join is edged with piping.\n\nA panel has been stitched to the back of the quilt. Hand embroidered text on this panel records the fact that the quilt was originally made by the actess Fanny Stirling, who later gave it to Mrs. Calverley Bewicke. Bewicke then presented the quilt to Lilian Bayliss.\n\nThe patches of silk all have different patterns, weaves and textures, they are said to have been assembled from scraps of Stirling's stage costumes.",satin
"Costume consisting of yellow silk satin jacket and shorts, worn by Pansy Chinery (1879-1969) in the Variety act Ritz & Ritz. Pansy Chinery Collection",satin
Costume worn by Pansy Chinery in the variety act <i> Ritz & Ritz</i> consisting of tunic and shorts in bright yellow silk satin.,satin
"Dress panel of brocaded silk satin, made in England (Spitalfields), ca. 1745",satin
Panel of brocaded silk satin for a dress. With a floral pattern featuring three sprays of flowers scattered on a plain off-white satin background. Probably satin of eight; decoupure of 12. The silk is tightly woven and the decoupure is quite course. The selvage is also woven in satin but with one central green stripe.,satin
"Boy's sash of ivory-coloured satin, worn by Albert Edward, Prince of Wales; English, ca. 1843",satin
"(original 1933 catalogue entry) Child's sash.  White satin.  the centre part is pleated, lined with silk and has two brass hooks and eyes.  There are spreading ends which terminate in a knotted silk fringe.",satin
"Braided ivory-coloured satin shoe for a young child; made in England, 1680-1699",satin
"(original 1913 register entry) ""Child's shoe of cream-coloured satin, decorated with applied narrow silk braid of the same colour.  From Wardour Castle, Wiltshire.  Pointed toe, large tongue with small buckle straps, flat sole of soft leather.  The upper and back-piece are braided in straight diagonal lines.  Lined with woollen fabric.  Probably the shoe for the right foot."" [In fact shoes at this date were made as 'straights' with no left and right.  An adult by habitual wear might shape a shoe to his or her right and left foot, but it is unlikely that this would happen with a fabric shoe for a child of this age, nor is there so far any evidence that an adult carer would try to follow consistent usage in this way when dressing the child.]",satin
"A bearing cloth of pale green/blue silk satin with gold and silver metallic lace borders, made in England in the 17th century",satin
"A bearing cloth that consists of two lengths of pale blue/green silk satin sewn together to form a rectangular cloth with the seam running the length of the centre.  The bobbin lace forms organic designs and garland-like clusters with suggestions of flowers in gold, and a surround of a wide net silver thread bobbin lace with decorative hoops.  On each end of the cloth in the centre the lace is sewn to form a small heart shape.  The back of the cloth has been conserved, with a backing of pale blue/green silk sewn to protect the back of the cloth; it has been labelled by the conservator.  The satin on the front is a little stained and stressed from having been folded but is otherwise in very good condition.  The lace has retained its shine overall though there are some areas of tarnishing.",satin
"Dress fabric of brocaded silk satin, Spitalfields, London, 1775-1780",satin
"Dress fabric of brocaded silk satin. Woven with a pink figured satin ground with brocaded sprigs at regular intervals framed in cartouches and small ovals. The cartouches contain sprigs in black, green and pink silk and deep pink chenille thread, and the small ovals contain similar motifs but without chenille thread. The panel has a deep hem. The selvedge is woven in satin with 4 pink stripes.",satin
"Panel of white silk embroidered with a picture of St Anthony of Padua supporting the infant Jesus in the crook of one arm and a lily in the other, China or Philippines, 17th-18th century.",satin
